chr1	ENSG00000198892.6	ENST00000464117.1	chr1:201858573|201859715
isoform1_306	201858573:201858744!+,201859582:201859715!+,
**	1
>	133	9703
>	134	9704
>	135	9705
>	136	9706
>	137	9707
>	138	9708
**	2
>	139	9709
>	140	9710
>	141	9711
>	142	9712
>	143	9713
>	144	9714
>	145	9715
**	2
>	146	9716
**	1
>	147	9717
>	148	9718
**	1
>	149	9719
>	150	9720
>	151	9721
>	152	9722
>	153	9723
>	154	9724
**	2
>	155	9725
>	156	9726
>	157	9727
>	158	9728
>	159	9729
>	160	9730
>	161	9731
>	162	9732
>	163	9733
>	164	9734
>	165	9735
**	1
>	166	9736
>	167	9737
>	168	9738
>	169	9739
>	170	9740
**	2
>	171	9741
>	172	9742
>	173	9743
>	174	9744
>	175	9745
**	1
>	176	9746
**	1
>	177	9747
>	178	9748
>	179	9749
>	180	9750
>	181	9751
>	182	9752
**	1
>	183	9753
>	184	9754
>	185	9755
**	2
>	186	9756
**	1
>	187	9757
**	1
>	188	9758
**	2
>	189	9759
>	190	9760
>	191	9761
**	1
>	192	9762
**	1
>	193	9763
>	194	9764
>	195	9765
>	196	9766
>	197	9767
>	198	9768
>	199	9769
>	200	9770
>	201	9771
>	202	9772
**	1
>	203	9773
>	204	9774
>	205	9775
>	206	9776
>	207	9777
>	208	9778
>	209	9779
>	210	9780
>	211	9781
>	212	9782
**	2
>	213	9783
>	214	9784
>	215	9785
>	216	9786
>	217	9787
**	2
>	218	9788
>	219	9789
>	220	9790
>	221	9791
>	222	9792
>	223	9793
**	2
>	224	9794
**	1
>	225	9795
>	226	9796
>	227	9797
>	228	9798
>	229	9799
>	230	9800
**	2
>	231	9801
>	232	9802
**	2
>	233	9803
>	234	9804
>	235	9805
>	236	9806
>	237	9807
>	238	9808
>	239	9809
>	240	9810
>	241	9811
**	1
>	242	9812
>	243	9813
>	244	9814
>	245	9815
**	2
>	246	9816
>	247	9817
>	248	9818
>	249	9819
>	250	9820
>	251	9821
>	252	9822
**	2
>	253	9823
>	254	9824
**	2
>	255	9825
**	2
>	256	9826
>	257	9827
>	258	9828
>	259	9829
>	260	9830
>	261	9831
>	262	9832
**	1
>	263	9833
>	264	9834
>	265	9835
>	266	9836
**	2
>	267	9837
>	268	9838
**	1
>	269	9839
>	270	9840
>	271	9841
**	1
>	272	9842
>	273	9843
>	274	9844
>	275	9845
>	276	9846
>	277	9847
>	278	9848
>	279	9849
>	280	9850
>	281	9851
>	282	9852
>	283	9853
**	1
>	284	9854
>	285	9855
**	1
>	286	9856
>	287	9857
>	288	9858
>	289	9859
>	290	9860
>	291	9861
>	292	9862
>	293	9863
>	294	9864
>	295	9865
**	1
>	296	9866
>	297	9867
>	298	9868
>	299	9869
**	1
>	300	9870
**	1
>	301	9871
>	302	9872
>	303	9873
>	304	9874
>	305	9875
>	306	9876
>	307	9877
>	308	9878
>	309	9879
>	310	9880
>	311	9881
>	312	9882
>	313	9883
**	2
>	314	9884
>	315	9885
>	316	9886
>	317	9887
>	318	9888
>	319	9889
**	1
>	320	9890
**	2
>	321	9891
>	322	9892
>	323	9893
>	324	9894
>	325	9895
>	326	9896
>	327	9897
>	328	9898
>	329	9899
>	330	9900
**	1
>	331	9901
>	332	9902
>	333	9903
>	334	9904
>	335	9905
>	336	9906
**	1
>	337	9907
>	338	9908
**	1
>	339	9909
**	1
>	340	9910
>	341	9911
>	342	9912
>	343	9913
>	344	9914
>	345	9915
>	346	9916
>	347	9917
>	348	9918
>	349	9919
>	350	9920
>	351	9921
>	352	9922
>	353	9923
>	354	9924
>	355	9925
**	1
>	356	9926
**	1
>	357	9927
>	358	9928
>	359	9929
**	1
>	360	9930
>	361	9931
>	362	9932
>	363	9933
>	364	9934
**	2
>	365	9935
**	1
>	366	9936
>	367	9937
>	368	9938
>	369	9939
>	370	9940
>	371	9941
>	372	9942
>	373	9943
>	374	9944
>	375	9945
**	2
>	376	9946
>	377	9947
>	378	9948
>	379	9949
>	380	9950
**	1
>	381	9951
**	2
>	382	9952
**	2
>	383	9953
>	384	9954
>	385	9955
>	386	9956
>	387	9957
>	388	9958
>	389	9959
>	390	9960
>	391	9961
>	392	9962
>	393	9963
>	394	9964
>	395	9965
>	396	9966
>	397	9967
**	1
>	398	9968
>	399	9969
**	2
>	400	9970
>	401	9971
>	402	9972
>	403	9973
>	404	9974
>	405	9975
**	1
>	406	9976
>	407	9977
>	408	9978
>	409	9979
>	410	9980
>	411	9981
**	2
>	412	9982
>	413	9983
**	1
>	414	9984
>	415	9985
>	416	9986
**	2
>	417	9987
**	2
>	418	9988
>	419	9989
>	420	9990
>	421	9991
>	422	9992
>	423	9993
**	1
>	424	9994
>	425	9995
**	2
>	426	9996
>	427	9997
**	2
>	428	9998
**	2
>	429	9999
>	430	10000
>	431	10001
>	432	10002
>	433	10003
>	434	10004
>	435	10005
>	436	10006
**	1
>	437	10007
>	438	10008
>	439	10009
>	440	10010
>	441	10011
**	2
>	442	10012
>	443	10013
>	444	10014
>	445	10015
>	446	10016
>	447	10017
>	448	10018
>	449	10019
**	1
>	450	10020
>	451	10021
>	452	10022
>	453	10023
>	454	10024
**	2
>	455	10025
**	2
>	456	10026
>	457	10027
>	458	10028
>	459	10029
>	460	10030
>	461	10031
>	462	10032
>	463	10033
>	464	10034
>	465	10035
>	466	10036
>	467	10037
>	468	10038
>	469	10039
>	470	10040
>	471	10041
>	472	10042
**	1
>	473	10043
**	1
>	474	10044
**	2
>	475	10045
>	476	10046
>	477	10047
>	478	10048
>	479	10049
>	480	10050
>	481	10051
**	2
>	482	10052
>	483	10053
>	484	10054
**	1
>	485	10055
>	486	10056
**	2
>	487	10057
>	488	10058
>	489	10059
>	490	10060
>	491	10061
**	2
>	492	10062
>	493	10063
>	494	10064
>	495	10065
>	496	10066
>	497	10067
**	1
>	498	10068
>	499	10069
>	500	10070
>	501	10071
**	2
>	502	10072
>	503	10073
>	504	10074
>	505	10075
>	506	10076
>	507	10077
>	508	10078
**	2
>	509	10079
**	2
>	510	10080
>	511	10081
>	512	10082
>	513	10083
>	514	10084
>	515	10085
>	516	10086
**	2
>	517	10087
>	518	10088
>	519	10089
>	520	10090
>	521	10091
**	2
>	522	10092
**	2
>	523	10093
>	524	10094
>	525	10095
**	2
>	526	10096
>	527	10097
**	1
>	528	10098
>	529	10099
>	530	10100
>	531	10101
>	532	10102
>	533	10103
>	534	10104
**	1
>	535	10105
**	2
>	536	10106
>	537	10107
>	538	10108
>	539	10109
>	540	10110
>	541	10111
>	542	10112
>	543	10113
**	1
>	544	10114
>	545	10115
>	546	10116
>	547	10117
>	548	10118
>	549	10119
>	550	10120
>	551	10121
**	1
>	552	10122
>	553	10123
>	554	10124
>	555	10125
>	556	10126
>	557	10127
>	558	10128
>	559	10129
>	560	10130
**	2
>	561	10131
>	562	10132
**	2
>	563	10133
**	2
>	564	10134
>	565	10135
**	1
>	566	10136
>	567	10137
>	568	10138
>	569	10139
**	1
>	570	10140
>	571	10141
**	1
>	572	10142
>	573	10143
**	1
>	574	10144
>	575	10145
>	576	10146
>	577	10147
**	2
>	578	10148
>	579	10149
>	580	10150
>	581	10151
>	582	10152
>	583	10153
**	1
>	584	10154
>	585	10155
>	586	10156
>	587	10157
>	588	10158
**	1
>	589	10159
>	590	10160
**	2
>	591	10161
**	2
>	592	10162
>	593	10163
>	594	10164
>	595	10165
>	596	10166
**	1
>	597	10167
>	598	10168
>	599	10169
>	600	10170
**	2
>	601	10171
>	602	10172
>	603	10173
>	604	10174
>	605	10175
>	606	10176
>	607	10177
>	608	10178
>	609	10179
>	610	10180
**	2
>	611	10181
**	2
>	612	10182
**	2
>	613	10183
>	614	10184
>	615	10185
>	616	10186
>	617	10187
>	618	10188
>	619	10189
>	620	10190
>	621	10191
>	622	10192
>	623	10193
>	624	10194
>	625	10195
>	626	10196
**	1
>	627	10197
>	628	10198
>	629	10199
**	2
>	630	10200
>	631	10201
**	1
>	632	10202
>	633	10203
>	634	10204
>	635	10205
>	636	10206
>	637	10207
>	638	10208
>	639	10209
>	640	10210
>	641	10211
>	642	10212
>	643	10213
>	644	10214
>	645	10215
>	646	10216
>	647	10217
>	648	10218
>	649	10219
>	650	10220
>	651	10221
**	1
>	652	10222
>	653	10223
>	654	10224
**	2
>	655	10225
>	656	10226
>	657	10227
>	658	10228
>	659	10229
>	660	10230
>	661	10231
>	662	10232
>	663	10233
>	664	10234
>	665	10235
>	666	10236
**	2
>	667	10237
>	668	10238
>	669	10239
>	670	10240
>	671	10241
**	2
>	672	10242
**	1
>	673	10243
>	674	10244
>	675	10245
>	676	10246
>	677	10247
>	678	10248
**	2
>	679	10249
>	680	10250
>	681	10251
>	682	10252
>	683	10253
>	684	10254
>	685	10255
>	686	10256
**	1
>	687	10257
>	688	10258
>	689	10259
>	690	10260
**	2
>	691	10261
>	692	10262
>	693	10263
>	694	10264
**	1
>	695	10265
**	2
>	696	10266
>	697	10267
>	698	10268
>	699	10269
>	700	10270
>	701	10271
>	702	10272
**	2
>	703	10273
**	1
>	704	10274
>	705	10275
>	706	10276
**	2
>	707	10277
>	708	10278
>	709	10279
>	710	10280
>	711	10281
>	712	10282
**	2
>	713	10283
>	714	10284
**	1
>	715	10285
>	716	10286
>	717	10287
>	718	10288
>	719	10289
>	720	10290
**	1
>	721	10291
>	722	10292
>	723	10293
>	724	10294
>	725	10295
>	726	10296
>	727	10297
>	728	10298
>	729	10299
>	730	10300
>	731	10301
>	732	10302
**	2
>	733	10303
>	734	10304
>	735	10305
>	736	10306
**	2
>	737	10307
>	738	10308
>	739	10309
>	740	10310
>	741	10311
>	742	10312
**	2
>	743	10313
>	744	10314
**	2
>	745	10315
>	746	10316
>	747	10317
**	2
>	748	10318
>	749	10319
>	750	10320
>	751	10321
**	1
>	752	10322
>	753	10323
>	754	10324
>	755	10325
>	756	10326
**	2
>	757	10327
>	758	10328
**	1
>	759	10329
>	760	10330
>	761	10331
>	762	10332
>	763	10333
>	764	10334
**	1
>	765	10335
>	766	10336
>	767	10337
>	768	10338
>	769	10339
>	770	10340
>	771	10341
>	772	10342
>	773	10343
>	774	10344
>	775	10345
>	776	10346
>	777	10347
>	778	10348
>	779	10349
>	780	10350
>	781	10351
>	782	10352
>	783	10353
**	1
>	784	10354
>	785	10355
>	786	10356
>	787	10357
>	788	10358
>	789	10359
**	1
>	790	10360
**	2
>	791	10361
>	792	10362
>	793	10363
>	794	10364
>	795	10365
>	796	10366
>	797	10367
**	2
>	798	10368
>	799	10369
>	800	10370
>	801	10371
>	802	10372
>	803	10373
**	1
>	804	10374
>	805	10375
>	806	10376
>	807	10377
>	808	10378
>	809	10379
**	1
>	810	10380
>	811	10381
>	812	10382
>	813	10383
**	1
>	814	10384
>	815	10385
>	816	10386
>	817	10387
>	818	10388
>	819	10389
>	820	10390
>	821	10391
>	822	10392
>	823	10393
>	824	10394
>	825	10395
>	826	10396
**	1
>	827	10397
>	828	10398
>	829	10399
>	830	10400
>	831	10401
>	832	10402
>	833	10403
**	1
>	834	10404
>	835	10405
>	836	10406
>	837	10407
>	838	10408
>	839	10409
>	840	10410
>	841	10411
>	842	10412
>	843	10413
>	844	10414
>	845	10415
**	1
>	846	10416
>	847	10417
>	848	10418
**	2
>	849	10419
**	1
>	850	10420
>	851	10421
**	2
>	852	10422
>	853	10423
**	1
>	854	10424
**	1
>	855	10425
>	856	10426
>	857	10427
>	858	10428
>	859	10429
>	860	10430
>	861	10431
>	862	10432
>	863	10433
>	864	10434
>	865	10435
>	866	10436
>	867	10437
**	1
>	868	10438
>	869	10439
**	2
>	870	10440
**	1
>	871	10441
>	872	10442
>	873	10443
>	874	10444
**	1
>	875	10445
>	876	10446
**	2
>	877	10447
>	878	10448
**	2
>	879	10449
>	880	10450
>	881	10451
>	882	10452
>	883	10453
>	884	10454
**	2
>	885	10455
>	886	10456
**	1
>	887	10457
>	888	10458
**	1
>	889	10459
**	1
>	890	10460
>	891	10461
>	892	10462
>	893	10463
>	894	10464
>	895	10465
**	2
>	896	10466
**	2
>	897	10467
>	898	10468
>	899	10469
>	900	10470
>	901	10471
**	2
>	902	10472
>	903	10473
**	2
>	904	10474
>	905	10475
>	906	10476
>	907	10477
**	1
>	908	10478
**	1
>	909	10479
**	1
>	910	10480
>	911	10481
>	912	10482
>	913	10483
>	914	10484
>	915	10485
>	916	10486
>	917	10487
**	2
>	918	10488
>	919	10489
>	920	10490
>	921	10491
**	1
>	922	10492
**	1
>	923	10493
>	924	10494
>	925	10495
**	1
>	926	10496
**	1
chr1	ENSG00000116406.14	ENST00000318130.8	chr1:184686674|184695523
isoform1_633	184695389:184695523!-,184692885:184692990!-,184690423:184690520!-,184688577:184688702!-,184688296:184688379!-,184686674:184686757!-,
>	1	15129
>	2	15130
>	3	15131
>	4	15132
>	5	15133
>	6	15134
**	2
>	7	15135
>	8	15136
>	9	15137
>	10	15138
>	11	15139
>	12	15140
**	1
>	13	15141
**	1
>	14	15142
**	1
>	15	15143
>	16	15144
>	17	15145
>	18	15146
>	19	15147
>	20	15148
>	21	15149
**	2
>	22	15150
>	23	15151
>	24	15152
>	25	15153
>	26	15154
**	1
>	27	15155
>	28	15156
>	29	15157
>	30	15158
>	31	15159
**	2
>	32	15160
>	33	15161
**	2
>	34	15162
>	35	15163
>	36	15164
>	37	15165
**	2
>	38	15166
**	1
>	39	15167
**	2
>	40	15168
>	41	15169
>	42	15170
>	43	15171
>	44	15172
>	45	15173
>	46	15174
**	1
>	47	15175
**	2
>	48	15176
>	49	15177
**	2
>	50	15178
>	51	15179
**	2
>	52	15180
**	1
>	53	15181
>	54	15182
>	55	15183
**	2
>	56	15184
>	57	15185
>	58	15186
>	59	15187
>	60	15188
>	61	15189
>	62	15190
>	63	15191
>	64	15192
>	65	15193
>	66	15194
>	67	15195
chr1	ENSG00000135773.8	ENST00000366666.2	chr1:230914719|230921763
isoform1_565	230914719:230914879!+,230915925:230916082!+,230916246:230916454!+,230921727:230921763!+,
>	1	15964
**	2
>	2	15965
>	3	15966
>	4	15967
>	5	15968
>	6	15969
>	7	15970
>	8	15971
**	1
>	9	15972
**	1
>	10	15973
**	1
>	11	15974
>	12	15975
**	1
>	13	15976
>	14	15977
**	1
>	15	15978
>	16	15979
>	17	15980
>	18	15981
>	19	15982
>	20	15983
>	21	15984
>	22	15985
>	23	15986
>	24	15987
>	25	15988
>	26	15989
**	1
>	27	15990
**	1
>	28	15991
**	1
>	29	15992
>	30	15993
>	31	15994
>	32	15995
**	1
>	33	15996
>	34	15997
**	2
>	35	15998
>	36	15999
>	37	16000
>	38	16001
>	39	16002
**	1
>	40	16003
**	2
>	41	16004
**	1
>	42	16005
**	1
>	43	16006
**	1
>	44	16007
**	2
>	45	16008
>	46	16009
>	47	16010
**	2
>	48	16011
>	49	16012
**	1
>	50	16013
**	1
>	51	16014
>	52	16015
**	2
>	53	16016
**	1
>	54	16017
>	55	16018
>	56	16019
**	2
>	57	16020
**	1
>	58	16021
>	59	16022
>	60	16023
>	61	16024
**	2
>	62	16025
>	63	16026
**	2
>	64	16027
>	65	16028
>	66	16029
**	2
>	67	16030
**	2
>	68	16031
>	69	16032
>	70	16033
>	71	16034
>	72	16035
**	2
>	73	16036
>	74	16037
>	75	16038
>	76	16039
>	77	16040
>	78	16041
**	2
>	79	16042
>	80	16043
>	81	16044
**	1
>	82	16045
**	2
>	83	16046
**	1
>	84	16047
>	85	16048
>	86	16049
**	1
>	87	16050
**	2
>	88	16051
>	89	16052
**	2
>	90	16053
>	91	16054
>	92	16055
**	1
>	93	16056
>	94	16057
>	95	16058
>	96	16059
**	2
>	97	16060
>	98	16061
**	1
>	99	16062
**	1
>	100	16063
>	101	16064
>	102	16065
>	103	16066
**	1
>	104	16067
>	105	16068
>	106	16069
**	1
>	107	16070
>	108	16071
**	2
>	109	16072
>	110	16073
>	111	16074
**	2
>	112	16075
**	2
>	113	16076
>	114	16077
>	115	16078
>	116	16079
**	1
>	117	16080
>	118	16081
>	119	16082
>	120	16083
>	121	16084
**	1
>	122	16085
>	123	16086
>	124	16087
>	125	16088
>	126	16089
>	127	16090
>	128	16091
>	129	16092
>	130	16093
**	1
>	131	16094
>	132	16095
**	1
>	133	16096
**	1
>	134	16097
>	135	16098
**	2
>	136	16099
**	2
>	137	16100
**	2
>	138	16101
>	139	16102
>	140	16103
>	141	16104
**	1
>	142	16105
>	143	16106
>	144	16107
>	145	16108
**	2
>	146	16109
>	147	16110
>	148	16111
**	1
>	149	16112
>	150	16113
**	1
>	151	16114
**	2
>	152	16115
**	1
>	153	16116
**	2
>	154	16117
**	2
>	155	16118
>	156	16119
>	157	16120
>	158	16121
**	2
>	159	16122
>	160	16123
>	161	16124
**	1
>	162	16125
>	163	16126
**	2
>	164	16127
**	1
>	165	16128
**	2
>	166	16129
**	2
>	167	16130
>	168	16131
>	169	16132
**	2
>	170	16133
>	171	16134
**	2
>	172	16135
>	173	16136
**	1
>	174	16137
**	1
>	175	16138
>	176	16139
>	177	16140
**	1
>	178	16141
>	179	16142
>	180	16143
>	181	16144
>	182	16145
**	2
>	183	16146
>	184	16147
>	185	16148
>	186	16149
>	187	16150
>	188	16151
**	1
>	189	16152
**	2
>	190	16153
**	1
>	191	16154
>	192	16155
**	2
>	193	16156
**	1
>	194	16157
**	1
>	195	16158
**	1
>	196	16159
>	197	16160
**	1
>	198	16161
**	2
>	199	16162
>	200	16163
>	201	16164
**	1
>	202	16165
**	2
>	203	16166
>	204	16167
>	205	16168
**	2
>	206	16169
>	207	16170
>	208	16171
>	209	16172
>	210	16173
**	2
>	211	16174
>	212	16175
**	1
>	213	16176
>	214	16177
>	215	16178
**	1
>	216	16179
>	217	16180
**	1
>	218	16181
>	219	16182
>	220	16183
**	1
>	221	16184
>	222	16185
>	223	16186
>	224	16187
**	2
>	225	16188
>	226	16189
**	2
>	227	16190
>	228	16191
>	229	16192
**	2
>	230	16193
**	1
>	231	16194
>	232	16195
>	233	16196
>	234	16197
>	235	16198
**	1
>	236	16199
>	237	16200
>	238	16201
>	239	16202
>	240	16203
>	241	16204
**	2
>	242	16205
**	1
>	243	16206
>	244	16207
>	245	16208
>	246	16209
>	247	16210
>	248	16211
>	249	16212
**	1
>	250	16213
>	251	16214
**	2
>	252	16215
>	253	16216
**	2
>	254	16217
**	2
>	255	16218
**	1
>	256	16219
>	257	16220
>	258	16221
>	259	16222
**	2
>	260	16223
>	261	16224
>	262	16225
>	263	16226
>	264	16227
>	265	16228
>	266	16229
>	267	16230
>	268	16231
>	269	16232
>	270	16233
>	271	16234
>	272	16235
**	1
>	273	16236
**	1
>	274	16237
>	275	16238
>	276	16239
>	277	16240
>	278	16241
>	279	16242
**	2
>	280	16243
>	281	16244
**	1
>	282	16245
>	283	16246
>	284	16247
>	285	16248
>	286	16249
>	287	16250
**	2
>	288	16251
>	289	16252
>	290	16253
**	1
>	291	16254
>	292	16255
>	293	16256
>	294	16257
**	2
>	295	16258
>	296	16259
>	297	16260
>	298	16261
**	2
>	299	16262
>	300	16263
>	301	16264
>	302	16265
>	303	16266
**	1
>	304	16267
>	305	16268
>	306	16269
**	1
>	307	16270
>	308	16271
**	2
>	309	16272
>	310	16273
>	311	16274
**	1
>	312	16275
>	313	16276
>	314	16277
**	2
>	315	16278
**	2
>	316	16279
>	317	16280
>	318	16281
**	2
>	319	16282
>	320	16283
>	321	16284
>	322	16285
>	323	16286
>	324	16287
**	2
>	325	16288
>	326	16289
>	327	16290
**	2
>	328	16291
>	329	16292
**	2
>	330	16293
**	1
>	331	16294
**	2
>	332	16295
>	333	16296
>	334	16297
>	335	16298
>	336	16299
>	337	16300
>	338	16301
**	2
>	339	16302
>	340	16303
>	341	16304
**	2
>	342	16305
>	343	16306
>	344	16307
>	345	16308
**	2
>	346	16309
>	347	16310
>	348	16311
>	349	16312
**	1
>	350	16313
**	1
>	351	16314
**	1
>	352	16315
>	353	16316
>	354	16317
**	2
>	355	16318
>	356	16319
>	357	16320
**	2
>	358	16321
>	359	16322
>	360	16323
>	361	16324
>	362	16325
>	363	16326
**	2
>	364	16327
>	365	16328
**	1
>	366	16329
>	367	16330
>	368	16331
>	369	16332
**	2
>	370	16333
**	2
>	371	16334
>	372	16335
>	373	16336
>	374	16337
>	375	16338
**	1
>	376	16339
**	1
>	377	16340
**	2
>	378	16341
**	2
>	379	16342
>	380	16343
>	381	16344
>	382	16345
>	383	16346
>	384	16347
>	385	16348
>	386	16349
**	1
>	387	16350
>	388	16351
>	389	16352
**	2
>	390	16353
>	391	16354
>	392	16355
**	2
>	393	16356
>	394	16357
>	395	16358
>	396	16359
**	1
>	397	16360
**	1
>	398	16361
**	2
>	399	16362
>	400	16363
>	401	16364
>	402	16365
>	403	16366
**	2
>	404	16367
>	405	16368
>	406	16369
>	407	16370
>	408	16371
**	2
>	409	16372
>	410	16373
**	1
>	411	16374
**	1
>	412	16375
>	413	16376
>	414	16377
>	415	16378
>	416	16379
>	417	16380
>	418	16381
>	419	16382
**	1
>	420	16383
>	421	16384
**	1
>	422	16385
**	2
>	423	16386
**	2
>	424	16387
>	425	16388
**	1
>	426	16389
**	1
>	427	16390
**	1
>	428	16391
>	429	16392
**	1
>	430	16393
>	431	16394
>	432	16395
>	433	16396
**	1
>	434	16397
>	435	16398
>	436	16399
>	437	16400
>	438	16401
>	439	16402
>	440	16403
>	441	16404
>	442	16405
**	2
>	443	16406
>	444	16407
**	1
>	445	16408
>	446	16409
chr1	ENSG00000236624.4	ENST00000502793.2	chr1:45962228|45963055
isoform1_153	45962971:45963055!-,45962228:45962295!-,
chr1	ENSG00000085832.12	ENST00000493793.1	chr1:51873807|51875368
isoform1_360	51875207:51875368!-,51873807:51874004!-,
>	1	22390
**	2
>	2	22391
**	1
>	3	22392
**	1
>	4	22393
**	1
>	5	22394
**	1
>	6	22395
**	1
>	7	22396
**	1
>	8	22397
>	9	22398
>	10	22399
**	1
>	11	22400
**	2
>	12	22401
>	13	22402
>	14	22403
**	2
>	15	22404
**	1
>	16	22405
>	17	22406
>	18	22407
**	2
>	19	22408
>	20	22409
**	2
>	21	22410
**	2
>	22	22411
**	2
>	23	22412
**	1
>	24	22413
>	25	22414
**	2
>	26	22415
**	1
>	27	22416
>	28	22417
>	29	22418
>	30	22419
**	1
>	31	22420
**	1
>	32	22421
**	1
>	33	22422
**	2
>	34	22423
**	1
>	35	22424
**	2
