chr1	ENSG00000198892.6	ENST00000464117.1	chr1:201858573|201859715
isoform1_306	201858573:201858744!+,201859582:201859715!+,
>	99	1733
**	1
>	100	1734
**	2
>	101	1735
**	2
>	102	1736
**	1
>	103	1737
**	2
>	104	1738
**	2
>	105	1739
**	2
>	106	1740
**	1
>	107	1741
**	1
>	108	1742
**	1
>	109	1743
**	2
>	110	1744
>	111	1745
chr1	ENSG00000174332.3	ENST00000312233.2	chr1:53986307|54060663
isoform1_1289	54059781:54060663!-,53995464:53995625!-,53990450:53990560!-,53986307:53986439!-,
>	1	2487
>	2	2488
>	3	2489
>	4	2490
>	5	2491
>	6	2492
**	1
>	7	2493
>	8	2494
>	9	2495
>	10	2496
>	11	2497
>	12	2498
>	13	2499
>	14	2500
>	15	2501
>	16	2502
>	17	2503
**	1
>	18	2504
>	19	2505
>	20	2506
>	21	2507
>	22	2508
**	1
>	23	2509
>	24	2510
>	25	2511
>	26	2512
>	27	2513
>	28	2514
>	29	2515
>	30	2516
>	31	2517
>	32	2518
>	33	2519
>	34	2520
>	35	2521
>	36	2522
**	1
>	37	2523
>	38	2524
>	39	2525
**	1
>	40	2526
>	41	2527
**	1
>	42	2528
**	2
>	43	2529
>	44	2530
>	45	2531
**	2
>	46	2532
>	47	2533
**	2
>	48	2534
>	49	2535
>	50	2536
>	51	2537
>	52	2538
>	53	2539
>	54	2540
>	55	2541
**	1
>	56	2542
>	57	2543
>	58	2544
>	59	2545
>	60	2546
>	61	2547
>	62	2548
**	1
>	63	2549
>	64	2550
>	65	2551
>	66	2552
>	67	2553
>	68	2554
>	69	2555
**	1
>	70	2556
>	71	2557
**	1
>	72	2558
>	73	2559
chr1	ENSG00000117425.9	ENST00000447098.2	chr1:45293515|45295205
isoform1_975	45295074:45295205!-,45294829:45294984!-,45294654:45294746!-,45294178:45294303!-,45293968:45294086!-,45293515:45293863!-,
>	1	11099
>	2	11100
>	3	11101
>	4	11102
>	5	11103
>	6	11104
>	7	11105
>	8	11106
>	9	11107
>	10	11108
**	2
>	11	11109
>	12	11110
>	13	11111
>	14	11112
>	15	11113
**	1
>	16	11114
>	17	11115
**	2
>	18	11116
>	19	11117
>	20	11118
**	1
>	21	11119
**	2
>	22	11120
>	23	11121
>	24	11122
>	25	11123
>	26	11124
**	1
>	27	11125
>	28	11126
**	1
>	29	11127
>	30	11128
>	31	11129
>	32	11130
>	33	11131
>	34	11132
>	35	11133
>	36	11134
**	1
>	37	11135
>	38	11136
>	39	11137
>	40	11138
>	41	11139
>	42	11140
**	2
>	43	11141
>	44	11142
>	45	11143
>	46	11144
>	47	11145
>	48	11146
>	49	11147
>	50	11148
**	1
>	51	11149
>	52	11150
>	53	11151
>	54	11152
>	55	11153
**	2
>	56	11154
>	57	11155
>	58	11156
>	59	11157
>	60	11158
>	61	11159
>	62	11160
>	63	11161
>	64	11162
**	1
>	65	11163
>	66	11164
>	67	11165
**	1
>	68	11166
>	69	11167
>	70	11168
>	71	11169
>	72	11170
**	1
>	73	11171
**	2
>	74	11172
>	75	11173
>	76	11174
**	2
>	77	11175
>	78	11176
>	79	11177
>	80	11178
**	1
>	81	11179
**	1
>	82	11180
>	83	11181
>	84	11182
>	85	11183
>	86	11184
>	87	11185
**	2
>	88	11186
**	1
>	89	11187
>	90	11188
>	91	11189
>	92	11190
>	93	11191
>	94	11192
>	95	11193
**	1
>	96	11194
**	2
>	97	11195
**	1
>	98	11196
**	2
>	99	11197
>	100	11198
>	101	11199
>	102	11200
>	103	11201
>	104	11202
>	105	11203
>	106	11204
**	2
>	107	11205
>	108	11206
>	109	11207
>	110	11208
**	1
>	111	11209
**	2
>	112	11210
**	1
>	113	11211
>	114	11212
>	115	11213
>	116	11214
**	2
>	117	11215
>	118	11216
>	119	11217
**	1
>	120	11218
>	121	11219
>	122	11220
>	123	11221
>	124	11222
>	125	11223
>	126	11224
**	1
>	127	11225
>	128	11226
>	129	11227
>	130	11228
>	131	11229
>	132	11230
>	133	11231
>	134	11232
>	135	11233
>	136	11234
**	2
>	137	11235
>	138	11236
>	139	11237
>	140	11238
>	141	11239
**	2
>	142	11240
>	143	11241
>	144	11242
>	145	11243
>	146	11244
>	147	11245
>	148	11246
>	149	11247
**	1
>	150	11248
>	151	11249
>	152	11250
>	153	11251
**	2
>	154	11252
>	155	11253
>	156	11254
>	157	11255
**	2
>	158	11256
>	159	11257
>	160	11258
**	1
>	161	11259
>	162	11260
**	1
>	163	11261
>	164	11262
>	165	11263
>	166	11264
>	167	11265
**	2
>	168	11266
>	169	11267
**	2
>	170	11268
>	171	11269
>	172	11270
**	2
>	173	11271
>	174	11272
>	175	11273
>	176	11274
**	2
>	177	11275
>	178	11276
>	179	11277
>	180	11278
>	181	11279
**	1
>	182	11280
>	183	11281
**	1
>	184	11282
>	185	11283
>	186	11284
>	187	11285
>	188	11286
>	189	11287
**	1
>	190	11288
>	191	11289
**	2
>	192	11290
>	193	11291
>	194	11292
>	195	11293
>	196	11294
**	2
>	197	11295
>	198	11296
**	2
>	199	11297
>	200	11298
>	201	11299
>	202	11300
>	203	11301
>	204	11302
>	205	11303
>	206	11304
>	207	11305
>	208	11306
>	209	11307
>	210	11308
>	211	11309
**	2
>	212	11310
>	213	11311
>	214	11312
>	215	11313
>	216	11314
>	217	11315
>	218	11316
>	219	11317
>	220	11318
>	221	11319
>	222	11320
**	2
>	223	11321
**	2
>	224	11322
>	225	11323
**	2
>	226	11324
>	227	11325
>	228	11326
>	229	11327
>	230	11328
**	1
>	231	11329
>	232	11330
>	233	11331
>	234	11332
>	235	11333
>	236	11334
>	237	11335
>	238	11336
>	239	11337
>	240	11338
>	241	11339
>	242	11340
**	1
>	243	11341
>	244	11342
**	2
>	245	11343
**	2
>	246	11344
>	247	11345
>	248	11346
>	249	11347
**	1
>	250	11348
**	1
>	251	11349
**	1
>	252	11350
>	253	11351
>	254	11352
>	255	11353
**	2
>	256	11354
**	2
>	257	11355
**	2
>	258	11356
**	1
>	259	11357
>	260	11358
**	2
>	261	11359
>	262	11360
>	263	11361
**	2
>	264	11362
>	265	11363
>	266	11364
>	267	11365
>	268	11366
>	269	11367
>	270	11368
>	271	11369
>	272	11370
**	2
>	273	11371
>	274	11372
>	275	11373
>	276	11374
**	2
>	277	11375
>	278	11376
>	279	11377
>	280	11378
>	281	11379
>	282	11380
**	1
>	283	11381
>	284	11382
>	285	11383
**	1
>	286	11384
>	287	11385
>	288	11386
>	289	11387
**	2
>	290	11388
>	291	11389
**	2
>	292	11390
>	293	11391
>	294	11392
>	295	11393
>	296	11394
**	1
>	297	11395
>	298	11396
>	299	11397
>	300	11398
>	301	11399
>	302	11400
>	303	11401
>	304	11402
>	305	11403
>	306	11404
>	307	11405
>	308	11406
>	309	11407
>	310	11408
>	311	11409
>	312	11410
>	313	11411
>	314	11412
**	1
>	315	11413
>	316	11414
>	317	11415
**	1
>	318	11416
**	1
>	319	11417
>	320	11418
>	321	11419
>	322	11420
>	323	11421
**	2
>	324	11422
>	325	11423
>	326	11424
>	327	11425
**	1
>	328	11426
>	329	11427
>	330	11428
>	331	11429
>	332	11430
>	333	11431
>	334	11432
>	335	11433
>	336	11434
>	337	11435
**	2
>	338	11436
>	339	11437
>	340	11438
>	341	11439
>	342	11440
>	343	11441
**	2
>	344	11442
>	345	11443
>	346	11444
>	347	11445
**	1
>	348	11446
>	349	11447
>	350	11448
**	1
>	351	11449
>	352	11450
**	1
>	353	11451
>	354	11452
>	355	11453
>	356	11454
**	1
>	357	11455
**	2
>	358	11456
>	359	11457
>	360	11458
**	1
>	361	11459
**	1
>	362	11460
>	363	11461
>	364	11462
>	365	11463
>	366	11464
>	367	11465
**	2
>	368	11466
**	2
>	369	11467
>	370	11468
**	1
>	371	11469
**	2
>	372	11470
>	373	11471
>	374	11472
>	375	11473
>	376	11474
**	1
>	377	11475
**	1
>	378	11476
>	379	11477
>	380	11478
>	381	11479
**	2
>	382	11480
>	383	11481
>	384	11482
**	1
>	385	11483
**	1
>	386	11484
>	387	11485
>	388	11486
>	389	11487
>	390	11488
**	1
>	391	11489
>	392	11490
>	393	11491
>	394	11492
**	1
>	395	11493
**	2
>	396	11494
>	397	11495
>	398	11496
>	399	11497
**	2
>	400	11498
**	1
>	401	11499
>	402	11500
>	403	11501
>	404	11502
>	405	11503
>	406	11504
>	407	11505
>	408	11506
>	409	11507
>	410	11508
>	411	11509
>	412	11510
>	413	11511
>	414	11512
>	415	11513
>	416	11514
>	417	11515
>	418	11516
>	419	11517
>	420	11518
>	421	11519
>	422	11520
>	423	11521
**	2
>	424	11522
>	425	11523
**	2
>	426	11524
>	427	11525
**	2
>	428	11526
>	429	11527
>	430	11528
>	431	11529
>	432	11530
>	433	11531
**	1
>	434	11532
>	435	11533
>	436	11534
>	437	11535
**	2
>	438	11536
>	439	11537
>	440	11538
>	441	11539
>	442	11540
>	443	11541
**	2
>	444	11542
>	445	11543
>	446	11544
**	2
>	447	11545
>	448	11546
**	2
>	449	11547
>	450	11548
>	451	11549
>	452	11550
>	453	11551
>	454	11552
>	455	11553
**	1
>	456	11554
**	2
>	457	11555
**	2
>	458	11556
>	459	11557
>	460	11558
>	461	11559
**	1
>	462	11560
>	463	11561
>	464	11562
**	2
>	465	11563
>	466	11564
**	2
>	467	11565
>	468	11566
>	469	11567
**	2
>	470	11568
>	471	11569
>	472	11570
>	473	11571
>	474	11572
**	2
>	475	11573
>	476	11574
>	477	11575
>	478	11576
**	2
>	479	11577
>	480	11578
**	1
>	481	11579
>	482	11580
>	483	11581
**	1
>	484	11582
**	2
>	485	11583
>	486	11584
>	487	11585
>	488	11586
>	489	11587
>	490	11588
>	491	11589
>	492	11590
**	2
>	493	11591
>	494	11592
**	2
>	495	11593
**	1
>	496	11594
>	497	11595
>	498	11596
**	1
>	499	11597
**	2
>	500	11598
**	2
>	501	11599
>	502	11600
>	503	11601
>	504	11602
>	505	11603
>	506	11604
>	507	11605
>	508	11606
**	1
>	509	11607
>	510	11608
**	1
>	511	11609
>	512	11610
>	513	11611
>	514	11612
>	515	11613
>	516	11614
>	517	11615
**	2
>	518	11616
>	519	11617
>	520	11618
>	521	11619
>	522	11620
**	2
>	523	11621
>	524	11622
>	525	11623
**	1
>	526	11624
>	527	11625
**	1
>	528	11626
>	529	11627
>	530	11628
>	531	11629
**	1
>	532	11630
>	533	11631
>	534	11632
>	535	11633
>	536	11634
>	537	11635
>	538	11636
**	1
>	539	11637
>	540	11638
>	541	11639
>	542	11640
>	543	11641
>	544	11642
>	545	11643
**	1
>	546	11644
>	547	11645
>	548	11646
**	1
>	549	11647
**	1
>	550	11648
>	551	11649
>	552	11650
**	2
>	553	11651
>	554	11652
**	1
>	555	11653
>	556	11654
**	2
>	557	11655
>	558	11656
>	559	11657
>	560	11658
>	561	11659
**	2
>	562	11660
>	563	11661
**	2
>	564	11662
**	1
>	565	11663
**	1
>	566	11664
>	567	11665
>	568	11666
>	569	11667
>	570	11668
>	571	11669
>	572	11670
>	573	11671
**	1
>	574	11672
**	2
>	575	11673
>	576	11674
>	577	11675
**	1
>	578	11676
>	579	11677
**	2
>	580	11678
**	2
>	581	11679
>	582	11680
>	583	11681
>	584	11682
**	1
>	585	11683
**	2
>	586	11684
>	587	11685
>	588	11686
>	589	11687
>	590	11688
>	591	11689
**	2
>	592	11690
>	593	11691
>	594	11692
>	595	11693
>	596	11694
**	2
>	597	11695
>	598	11696
>	599	11697
**	2
>	600	11698
**	2
>	601	11699
**	1
>	602	11700
>	603	11701
>	604	11702
>	605	11703
>	606	11704
**	1
>	607	11705
>	608	11706
>	609	11707
**	2
>	610	11708
>	611	11709
**	2
>	612	11710
**	1
>	613	11711
>	614	11712
>	615	11713
**	1
>	616	11714
>	617	11715
>	618	11716
>	619	11717
>	620	11718
>	621	11719
>	622	11720
**	1
>	623	11721
>	624	11722
>	625	11723
**	2
>	626	11724
>	627	11725
>	628	11726
**	1
>	629	11727
>	630	11728
>	631	11729
>	632	11730
>	633	11731
>	634	11732
>	635	11733
>	636	11734
**	1
>	637	11735
>	638	11736
>	639	11737
>	640	11738
>	641	11739
>	642	11740
>	643	11741
>	644	11742
**	2
>	645	11743
>	646	11744
**	1
>	647	11745
**	1
>	648	11746
>	649	11747
>	650	11748
>	651	11749
>	652	11750
**	1
>	653	11751
>	654	11752
>	655	11753
>	656	11754
>	657	11755
>	658	11756
**	1
>	659	11757
>	660	11758
>	661	11759
>	662	11760
>	663	11761
>	664	11762
>	665	11763
**	1
>	666	11764
>	667	11765
>	668	11766
>	669	11767
>	670	11768
>	671	11769
**	2
>	672	11770
>	673	11771
>	674	11772
>	675	11773
**	2
>	676	11774
>	677	11775
>	678	11776
>	679	11777
>	680	11778
>	681	11779
>	682	11780
>	683	11781
**	2
>	684	11782
>	685	11783
**	2
>	686	11784
>	687	11785
>	688	11786
>	689	11787
>	690	11788
>	691	11789
>	692	11790
>	693	11791
**	2
>	694	11792
>	695	11793
**	1
>	696	11794
>	697	11795
>	698	11796
>	699	11797
>	700	11798
>	701	11799
>	702	11800
**	1
>	703	11801
>	704	11802
>	705	11803
**	1
>	706	11804
**	1
>	707	11805
>	708	11806
>	709	11807
>	710	11808
>	711	11809
>	712	11810
**	1
>	713	11811
>	714	11812
**	2
>	715	11813
**	1
>	716	11814
>	717	11815
>	718	11816
>	719	11817
>	720	11818
**	2
>	721	11819
>	722	11820
>	723	11821
**	2
>	724	11822
>	725	11823
**	1
>	726	11824
**	1
>	727	11825
>	728	11826
**	1
>	729	11827
>	730	11828
>	731	11829
>	732	11830
>	733	11831
>	734	11832
>	735	11833
>	736	11834
>	737	11835
**	2
>	738	11836
>	739	11837
>	740	11838
**	2
>	741	11839
>	742	11840
>	743	11841
>	744	11842
**	1
>	745	11843
>	746	11844
>	747	11845
**	2
>	748	11846
>	749	11847
>	750	11848
**	2
>	751	11849
>	752	11850
**	2
>	753	11851
>	754	11852
>	755	11853
>	756	11854
>	757	11855
>	758	11856
>	759	11857
>	760	11858
>	761	11859
>	762	11860
>	763	11861
**	1
>	764	11862
>	765	11863
>	766	11864
>	767	11865
>	768	11866
>	769	11867
**	1
>	770	11868
>	771	11869
>	772	11870
>	773	11871
>	774	11872
**	1
>	775	11873
**	2
>	776	11874
>	777	11875
**	1
>	778	11876
>	779	11877
>	780	11878
>	781	11879
**	1
>	782	11880
>	783	11881
>	784	11882
>	785	11883
>	786	11884
>	787	11885
**	2
>	788	11886
>	789	11887
**	2
>	790	11888
**	1
>	791	11889
>	792	11890
**	2
>	793	11891
>	794	11892
>	795	11893
>	796	11894
**	1
>	797	11895
>	798	11896
**	1
>	799	11897
>	800	11898
>	801	11899
>	802	11900
**	2
>	803	11901
>	804	11902
**	1
>	805	11903
>	806	11904
>	807	11905
>	808	11906
>	809	11907
**	2
>	810	11908
>	811	11909
**	2
>	812	11910
**	2
>	813	11911
**	1
>	814	11912
>	815	11913
>	816	11914
**	2
>	817	11915
>	818	11916
>	819	11917
>	820	11918
>	821	11919
**	2
>	822	11920
>	823	11921
>	824	11922
>	825	11923
>	826	11924
**	1
>	827	11925
>	828	11926
>	829	11927
>	830	11928
>	831	11929
>	832	11930
>	833	11931
>	834	11932
>	835	11933
**	1
>	836	11934
**	1
>	837	11935
>	838	11936
>	839	11937
>	840	11938
**	2
>	841	11939
**	2
>	842	11940
>	843	11941
>	844	11942
>	845	11943
>	846	11944
>	847	11945
>	848	11946
>	849	11947
>	850	11948
>	851	11949
>	852	11950
>	853	11951
**	1
>	854	11952
>	855	11953
**	1
>	856	11954
>	857	11955
>	858	11956
>	859	11957
>	860	11958
**	2
>	861	11959
>	862	11960
>	863	11961
>	864	11962
>	865	11963
>	866	11964
>	867	11965
>	868	11966
>	869	11967
>	870	11968
>	871	11969
>	872	11970
**	2
>	873	11971
>	874	11972
>	875	11973
**	1
>	876	11974
**	2
>	877	11975
>	878	11976
**	1
>	879	11977
>	880	11978
>	881	11979
>	882	11980
>	883	11981
>	884	11982
**	2
>	885	11983
**	2
>	886	11984
**	2
>	887	11985
>	888	11986
>	889	11987
**	1
>	890	11988
>	891	11989
>	892	11990
>	893	11991
**	2
>	894	11992
**	2
>	895	11993
**	1
>	896	11994
**	1
>	897	11995
>	898	11996
>	899	11997
>	900	11998
>	901	11999
>	902	12000
>	903	12001
**	2
>	904	12002
>	905	12003
>	906	12004
**	2
>	907	12005
>	908	12006
>	909	12007
>	910	12008
>	911	12009
>	912	12010
>	913	12011
>	914	12012
>	915	12013
>	916	12014
>	917	12015
**	1
>	918	12016
>	919	12017
**	2
>	920	12018
>	921	12019
**	1
>	922	12020
>	923	12021
>	924	12022
**	1
>	925	12023
**	1
>	926	12024
>	927	12025
>	928	12026
>	929	12027
>	930	12028
>	931	12029
**	2
>	932	12030
>	933	12031
**	2
>	934	12032
>	935	12033
**	2
>	936	12034
>	937	12035
>	938	12036
>	939	12037
>	940	12038
**	2
>	941	12039
**	2
>	942	12040
>	943	12041
>	944	12042
>	945	12043
>	946	12044
>	947	12045
>	948	12046
>	949	12047
>	950	12048
>	951	12049
>	952	12050
>	953	12051
>	954	12052
**	1
>	955	12053
>	956	12054
>	957	12055
**	2
>	958	12056
**	2
>	959	12057
**	2
>	960	12058
**	2
>	961	12059
>	962	12060
**	1
>	963	12061
>	964	12062
>	965	12063
>	966	12064
>	967	12065
>	968	12066
>	969	12067
>	970	12068
>	971	12069
>	972	12070
>	973	12071
>	974	12072
>	975	12073
>	976	12074
>	977	12075
>	978	12076
>	979	12077
>	980	12078
>	981	12079
>	982	12080
>	983	12081
**	1
>	984	12082
>	985	12083
>	986	12084
>	987	12085
>	988	12086
**	2
>	989	12087
>	990	12088
>	991	12089
>	992	12090
**	2
>	993	12091
>	994	12092
>	995	12093
>	996	12094
>	997	12095
**	1
>	998	12096
>	999	12097
>	1000	12098
>	1001	12099
**	2
>	1002	12100
>	1003	12101
>	1004	12102
>	1005	12103
**	2
>	1006	12104
>	1007	12105
>	1008	12106
>	1009	12107
**	1
>	1010	12108
>	1011	12109
>	1012	12110
>	1013	12111
>	1014	12112
**	2
>	1015	12113
>	1016	12114
**	1
>	1017	12115
>	1018	12116
>	1019	12117
>	1020	12118
>	1021	12119
**	2
>	1022	12120
>	1023	12121
**	2
>	1024	12122
>	1025	12123
>	1026	12124
>	1027	12125
>	1028	12126
>	1029	12127
**	2
>	1030	12128
>	1031	12129
>	1032	12130
>	1033	12131
**	2
>	1034	12132
**	1
>	1035	12133
>	1036	12134
**	1
>	1037	12135
>	1038	12136
>	1039	12137
>	1040	12138
>	1041	12139
>	1042	12140
>	1043	12141
>	1044	12142
>	1045	12143
>	1046	12144
>	1047	12145
>	1048	12146
>	1049	12147
**	2
>	1050	12148
**	1
>	1051	12149
**	2
>	1052	12150
**	1
>	1053	12151
>	1054	12152
>	1055	12153
>	1056	12154
>	1057	12155
>	1058	12156
>	1059	12157
**	1
>	1060	12158
>	1061	12159
>	1062	12160
**	1
>	1063	12161
>	1064	12162
**	1
>	1065	12163
**	1
>	1066	12164
>	1067	12165
>	1068	12166
**	2
>	1069	12167
>	1070	12168
>	1071	12169
**	1
>	1072	12170
>	1073	12171
>	1074	12172
**	2
>	1075	12173
chr1	ENSG00000116406.14	ENST00000318130.8	chr1:184686674|184695523
isoform1_633	184695389:184695523!-,184692885:184692990!-,184690423:184690520!-,184688577:184688702!-,184688296:184688379!-,184686674:184686757!-,
>	1	15709
>	2	15710
>	3	15711
>	4	15712
**	2
>	5	15713
**	1
>	6	15714
**	1
>	7	15715
>	8	15716
**	2
>	9	15717
>	10	15718
**	1
>	11	15719
>	12	15720
>	13	15721
>	14	15722
**	1
>	15	15723
>	16	15724
>	17	15725
>	18	15726
**	2
>	19	15727
>	20	15728
**	2
>	21	15729
>	22	15730
>	23	15731
**	2
>	24	15732
**	1
>	25	15733
>	26	15734
>	27	15735
>	28	15736
>	29	15737
**	1
>	30	15738
**	2
>	31	15739
**	2
>	32	15740
>	33	15741
**	2
>	34	15742
>	35	15743
>	36	15744
>	37	15745
**	2
>	38	15746
>	39	15747
>	40	15748
>	41	15749
>	42	15750
>	43	15751
>	44	15752
>	45	15753
**	1
>	46	15754
chr1	ENSG00000135773.8	ENST00000366666.2	chr1:230914719|230921763
isoform1_565	230914719:230914879!+,230915925:230916082!+,230916246:230916454!+,230921727:230921763!+,
>	1	16503
>	2	16504
>	3	16505
**	1
>	4	16506
>	5	16507
>	6	16508
**	1
>	7	16509
>	8	16510
**	2
>	9	16511
**	2
>	10	16512
**	2
>	11	16513
>	12	16514
>	13	16515
**	2
>	14	16516
**	1
>	15	16517
>	16	16518
>	17	16519
>	18	16520
>	19	16521
**	1
>	20	16522
>	21	16523
**	1
>	22	16524
**	2
>	23	16525
**	2
>	24	16526
**	1
>	25	16527
**	2
>	26	16528
>	27	16529
**	1
>	28	16530
>	29	16531
>	30	16532
>	31	16533
>	32	16534
**	1
>	33	16535
>	34	16536
>	35	16537
>	36	16538
**	1
>	37	16539
**	2
>	38	16540
**	1
>	39	16541
**	1
>	40	16542
>	41	16543
**	1
>	42	16544
**	1
>	43	16545
>	44	16546
>	45	16547
>	46	16548
>	47	16549
**	2
>	48	16550
**	1
>	49	16551
**	1
>	50	16552
**	2
>	51	16553
>	52	16554
**	2
>	53	16555
>	54	16556
>	55	16557
**	1
>	56	16558
**	1
>	57	16559
**	1
>	58	16560
>	59	16561
>	60	16562
>	61	16563
>	62	16564
>	63	16565
>	64	16566
>	65	16567
**	1
>	66	16568
**	2
>	67	16569
**	2
>	68	16570
**	1
>	69	16571
>	70	16572
>	71	16573
**	2
>	72	16574
>	73	16575
>	74	16576
>	75	16577
**	2
>	76	16578
>	77	16579
**	2
>	78	16580
>	79	16581
**	2
>	80	16582
>	81	16583
>	82	16584
>	83	16585
>	84	16586
**	1
>	85	16587
**	1
>	86	16588
>	87	16589
>	88	16590
**	1
>	89	16591
**	2
>	90	16592
>	91	16593
**	2
>	92	16594
>	93	16595
>	94	16596
>	95	16597
>	96	16598
**	1
>	97	16599
**	1
>	98	16600
>	99	16601
>	100	16602
>	101	16603
>	102	16604
**	2
>	103	16605
**	1
>	104	16606
>	105	16607
>	106	16608
**	1
>	107	16609
>	108	16610
>	109	16611
**	2
>	110	16612
**	2
>	111	16613
>	112	16614
>	113	16615
>	114	16616
>	115	16617
>	116	16618
>	117	16619
>	118	16620
>	119	16621
>	120	16622
>	121	16623
**	2
>	122	16624
**	2
>	123	16625
>	124	16626
>	125	16627
**	1
>	126	16628
**	2
>	127	16629
**	2
>	128	16630
>	129	16631
>	130	16632
**	1
>	131	16633
**	1
>	132	16634
>	133	16635
>	134	16636
**	2
>	135	16637
>	136	16638
>	137	16639
**	1
>	138	16640
>	139	16641
>	140	16642
>	141	16643
>	142	16644
**	1
>	143	16645
>	144	16646
>	145	16647
>	146	16648
**	1
>	147	16649
>	148	16650
**	2
>	149	16651
>	150	16652
>	151	16653
**	1
>	152	16654
**	1
>	153	16655
**	1
>	154	16656
>	155	16657
>	156	16658
>	157	16659
>	158	16660
**	2
>	159	16661
>	160	16662
>	161	16663
**	1
>	162	16664
>	163	16665
>	164	16666
>	165	16667
**	1
>	166	16668
**	1
>	167	16669
>	168	16670
>	169	16671
**	1
>	170	16672
>	171	16673
**	2
>	172	16674
>	173	16675
>	174	16676
**	2
>	175	16677
>	176	16678
**	2
>	177	16679
**	1
>	178	16680
**	1
>	179	16681
>	180	16682
**	1
>	181	16683
**	2
>	182	16684
>	183	16685
>	184	16686
>	185	16687
>	186	16688
>	187	16689
>	188	16690
>	189	16691
**	1
>	190	16692
>	191	16693
>	192	16694
>	193	16695
>	194	16696
>	195	16697
**	1
>	196	16698
>	197	16699
>	198	16700
**	2
>	199	16701
>	200	16702
**	1
>	201	16703
**	2
>	202	16704
**	2
>	203	16705
>	204	16706
>	205	16707
**	1
>	206	16708
>	207	16709
>	208	16710
>	209	16711
**	1
>	210	16712
>	211	16713
**	2
>	212	16714
>	213	16715
**	1
>	214	16716
>	215	16717
>	216	16718
**	1
>	217	16719
>	218	16720
**	2
>	219	16721
**	1
>	220	16722
>	221	16723
**	1
>	222	16724
>	223	16725
>	224	16726
**	1
>	225	16727
>	226	16728
>	227	16729
>	228	16730
**	1
>	229	16731
**	1
>	230	16732
>	231	16733
>	232	16734
>	233	16735
**	1
>	234	16736
**	2
>	235	16737
**	1
>	236	16738
>	237	16739
>	238	16740
>	239	16741
**	2
>	240	16742
**	2
>	241	16743
**	2
>	242	16744
**	1
>	243	16745
>	244	16746
>	245	16747
>	246	16748
>	247	16749
**	1
>	248	16750
>	249	16751
>	250	16752
>	251	16753
>	252	16754
>	253	16755
>	254	16756
**	1
>	255	16757
**	1
>	256	16758
**	2
>	257	16759
>	258	16760
>	259	16761
>	260	16762
>	261	16763
>	262	16764
**	1
>	263	16765
>	264	16766
>	265	16767
**	2
>	266	16768
>	267	16769
>	268	16770
**	2
>	269	16771
>	270	16772
>	271	16773
>	272	16774
>	273	16775
**	2
>	274	16776
>	275	16777
**	1
>	276	16778
>	277	16779
>	278	16780
**	2
>	279	16781
>	280	16782
**	1
>	281	16783
**	2
>	282	16784
**	1
>	283	16785
**	1
>	284	16786
**	1
>	285	16787
**	1
>	286	16788
>	287	16789
>	288	16790
>	289	16791
**	2
>	290	16792
>	291	16793
**	2
>	292	16794
>	293	16795
>	294	16796
**	1
>	295	16797
**	1
>	296	16798
**	1
>	297	16799
>	298	16800
**	2
>	299	16801
>	300	16802
>	301	16803
>	302	16804
**	2
>	303	16805
>	304	16806
>	305	16807
chr1	ENSG00000236624.4	ENST00000502793.2	chr1:45962228|45963055
isoform1_153	45962971:45963055!-,45962228:45962295!-,
