chr1	ENSG00000198892.6	ENST00000464117.1	chr1:201858573|201859715
isoform1_306	201858573:201858744!+,201859582:201859715!+,
>	97	8385
>	98	8386
>	99	8387
>	100	8388
>	101	8389
>	102	8390
>	103	8391
>	104	8392
>	105	8393
>	106	8394
>	107	8395
**	2
>	108	8396
**	2
>	109	8397
>	110	8398
>	111	8399
>	112	8400
>	113	8401
>	114	8402
>	115	8403
>	116	8404
>	117	8405
**	1
>	118	8406
>	119	8407
>	120	8408
**	2
>	121	8409
>	122	8410
>	123	8411
**	2
>	124	8412
>	125	8413
>	126	8414
>	127	8415
>	128	8416
**	1
>	129	8417
>	130	8418
**	1
>	131	8419
**	2
>	132	8420
>	133	8421
**	2
>	134	8422
**	2
>	135	8423
>	136	8424
>	137	8425
>	138	8426
>	139	8427
>	140	8428
**	2
>	141	8429
>	142	8430
**	1
>	143	8431
>	144	8432
>	145	8433
>	146	8434
>	147	8435
>	148	8436
>	149	8437
>	150	8438
>	151	8439
>	152	8440
>	153	8441
**	2
>	154	8442
**	2
>	155	8443
>	156	8444
>	157	8445
**	2
>	158	8446
>	159	8447
>	160	8448
>	161	8449
>	162	8450
>	163	8451
**	2
>	164	8452
**	1
>	165	8453
**	2
>	166	8454
>	167	8455
**	2
>	168	8456
>	169	8457
>	170	8458
>	171	8459
**	2
>	172	8460
>	173	8461
>	174	8462
>	175	8463
>	176	8464
>	177	8465
**	1
>	178	8466
>	179	8467
>	180	8468
>	181	8469
>	182	8470
>	183	8471
>	184	8472
>	185	8473
**	1
>	186	8474
>	187	8475
>	188	8476
>	189	8477
**	2
>	190	8478
**	1
>	191	8479
>	192	8480
**	2
>	193	8481
>	194	8482
**	2
>	195	8483
>	196	8484
>	197	8485
>	198	8486
>	199	8487
>	200	8488
>	201	8489
>	202	8490
>	203	8491
**	2
>	204	8492
>	205	8493
>	206	8494
>	207	8495
>	208	8496
**	1
>	209	8497
>	210	8498
>	211	8499
>	212	8500
**	2
>	213	8501
>	214	8502
>	215	8503
>	216	8504
**	1
>	217	8505
>	218	8506
**	2
>	219	8507
>	220	8508
>	221	8509
**	1
>	222	8510
>	223	8511
**	2
>	224	8512
**	1
>	225	8513
>	226	8514
>	227	8515
>	228	8516
>	229	8517
>	230	8518
>	231	8519
>	232	8520
**	1
>	233	8521
**	2
>	234	8522
>	235	8523
>	236	8524
**	2
>	237	8525
>	238	8526
>	239	8527
**	1
>	240	8528
>	241	8529
**	2
>	242	8530
>	243	8531
>	244	8532
**	1
>	245	8533
>	246	8534
**	1
>	247	8535
>	248	8536
>	249	8537
>	250	8538
>	251	8539
>	252	8540
>	253	8541
>	254	8542
>	255	8543
>	256	8544
>	257	8545
**	1
>	258	8546
>	259	8547
**	1
>	260	8548
>	261	8549
>	262	8550
>	263	8551
>	264	8552
**	1
>	265	8553
**	2
>	266	8554
>	267	8555
>	268	8556
**	2
>	269	8557
>	270	8558
>	271	8559
>	272	8560
**	1
>	273	8561
>	274	8562
>	275	8563
>	276	8564
**	2
>	277	8565
**	1
>	278	8566
>	279	8567
>	280	8568
>	281	8569
>	282	8570
>	283	8571
>	284	8572
>	285	8573
>	286	8574
>	287	8575
>	288	8576
**	2
>	289	8577
>	290	8578
>	291	8579
**	1
>	292	8580
>	293	8581
>	294	8582
**	1
>	295	8583
>	296	8584
>	297	8585
>	298	8586
>	299	8587
**	2
>	300	8588
**	2
>	301	8589
>	302	8590
>	303	8591
>	304	8592
>	305	8593
>	306	8594
>	307	8595
>	308	8596
**	2
>	309	8597
**	2
>	310	8598
>	311	8599
>	312	8600
>	313	8601
**	1
>	314	8602
**	2
>	315	8603
>	316	8604
>	317	8605
**	2
>	318	8606
>	319	8607
>	320	8608
>	321	8609
>	322	8610
**	1
>	323	8611
>	324	8612
>	325	8613
>	326	8614
>	327	8615
**	1
>	328	8616
>	329	8617
>	330	8618
>	331	8619
**	2
>	332	8620
>	333	8621
>	334	8622
>	335	8623
**	1
>	336	8624
>	337	8625
**	2
>	338	8626
>	339	8627
**	2
>	340	8628
**	2
>	341	8629
>	342	8630
**	1
>	343	8631
>	344	8632
**	2
>	345	8633
**	1
>	346	8634
>	347	8635
>	348	8636
>	349	8637
>	350	8638
>	351	8639
>	352	8640
**	1
>	353	8641
>	354	8642
>	355	8643
**	2
>	356	8644
>	357	8645
>	358	8646
>	359	8647
>	360	8648
>	361	8649
>	362	8650
>	363	8651
>	364	8652
>	365	8653
**	1
>	366	8654
**	1
>	367	8655
**	1
>	368	8656
>	369	8657
>	370	8658
**	1
>	371	8659
**	2
>	372	8660
**	1
>	373	8661
>	374	8662
>	375	8663
>	376	8664
>	377	8665
**	2
>	378	8666
>	379	8667
**	1
>	380	8668
>	381	8669
>	382	8670
**	1
>	383	8671
>	384	8672
>	385	8673
>	386	8674
>	387	8675
>	388	8676
>	389	8677
**	2
>	390	8678
**	2
>	391	8679
**	2
>	392	8680
>	393	8681
>	394	8682
>	395	8683
>	396	8684
>	397	8685
>	398	8686
>	399	8687
**	2
>	400	8688
**	1
>	401	8689
>	402	8690
>	403	8691
>	404	8692
>	405	8693
**	2
>	406	8694
>	407	8695
>	408	8696
>	409	8697
**	1
>	410	8698
>	411	8699
**	2
>	412	8700
>	413	8701
>	414	8702
>	415	8703
>	416	8704
>	417	8705
>	418	8706
**	1
>	419	8707
>	420	8708
>	421	8709
>	422	8710
**	2
>	423	8711
>	424	8712
>	425	8713
**	2
>	426	8714
**	2
>	427	8715
>	428	8716
>	429	8717
**	2
>	430	8718
>	431	8719
>	432	8720
>	433	8721
**	1
>	434	8722
>	435	8723
>	436	8724
>	437	8725
>	438	8726
>	439	8727
>	440	8728
>	441	8729
>	442	8730
**	1
>	443	8731
>	444	8732
>	445	8733
>	446	8734
>	447	8735
>	448	8736
**	1
>	449	8737
>	450	8738
>	451	8739
>	452	8740
>	453	8741
**	1
>	454	8742
>	455	8743
**	1
>	456	8744
>	457	8745
>	458	8746
>	459	8747
>	460	8748
**	2
>	461	8749
>	462	8750
>	463	8751
>	464	8752
**	1
>	465	8753
>	466	8754
>	467	8755
>	468	8756
>	469	8757
**	2
>	470	8758
>	471	8759
**	1
>	472	8760
>	473	8761
>	474	8762
>	475	8763
**	1
>	476	8764
>	477	8765
**	2
>	478	8766
>	479	8767
>	480	8768
**	2
>	481	8769
>	482	8770
>	483	8771
**	2
>	484	8772
**	1
>	485	8773
>	486	8774
>	487	8775
>	488	8776
>	489	8777
>	490	8778
>	491	8779
>	492	8780
>	493	8781
>	494	8782
>	495	8783
>	496	8784
>	497	8785
>	498	8786
>	499	8787
>	500	8788
>	501	8789
>	502	8790
**	1
>	503	8791
>	504	8792
>	505	8793
>	506	8794
**	2
>	507	8795
>	508	8796
>	509	8797
**	2
>	510	8798
>	511	8799
**	1
>	512	8800
**	1
>	513	8801
>	514	8802
**	2
>	515	8803
>	516	8804
>	517	8805
>	518	8806
>	519	8807
>	520	8808
**	1
>	521	8809
>	522	8810
>	523	8811
>	524	8812
**	2
>	525	8813
**	1
>	526	8814
>	527	8815
**	1
>	528	8816
>	529	8817
>	530	8818
>	531	8819
**	2
>	532	8820
>	533	8821
>	534	8822
>	535	8823
>	536	8824
**	1
>	537	8825
>	538	8826
>	539	8827
>	540	8828
>	541	8829
>	542	8830
>	543	8831
>	544	8832
>	545	8833
>	546	8834
**	1
>	547	8835
>	548	8836
>	549	8837
>	550	8838
>	551	8839
>	552	8840
>	553	8841
>	554	8842
>	555	8843
>	556	8844
>	557	8845
>	558	8846
**	1
>	559	8847
**	2
>	560	8848
>	561	8849
>	562	8850
>	563	8851
>	564	8852
>	565	8853
>	566	8854
>	567	8855
>	568	8856
>	569	8857
>	570	8858
**	2
>	571	8859
>	572	8860
>	573	8861
**	1
>	574	8862
**	1
>	575	8863
**	2
>	576	8864
>	577	8865
**	1
>	578	8866
**	1
>	579	8867
>	580	8868
>	581	8869
>	582	8870
>	583	8871
>	584	8872
>	585	8873
>	586	8874
**	2
>	587	8875
>	588	8876
**	2
>	589	8877
>	590	8878
>	591	8879
>	592	8880
**	2
>	593	8881
>	594	8882
>	595	8883
>	596	8884
>	597	8885
>	598	8886
>	599	8887
**	2
>	600	8888
>	601	8889
>	602	8890
>	603	8891
>	604	8892
>	605	8893
>	606	8894
>	607	8895
>	608	8896
>	609	8897
>	610	8898
>	611	8899
**	2
>	612	8900
>	613	8901
>	614	8902
>	615	8903
**	2
>	616	8904
>	617	8905
**	2
>	618	8906
**	2
>	619	8907
>	620	8908
>	621	8909
>	622	8910
>	623	8911
**	2
>	624	8912
>	625	8913
>	626	8914
>	627	8915
>	628	8916
>	629	8917
>	630	8918
**	1
>	631	8919
>	632	8920
>	633	8921
chr1	ENSG00000116406.14	ENST00000318130.8	chr1:184686674|184695523
isoform1_633	184695389:184695523!-,184692885:184692990!-,184690423:184690520!-,184688577:184688702!-,184688296:184688379!-,184686674:184686757!-,
>	1	11086
**	1
>	2	11087
>	3	11088
>	4	11089
>	5	11090
>	6	11091
>	7	11092
**	1
>	8	11093
**	1
>	9	11094
**	2
>	10	11095
>	11	11096
>	12	11097
**	1
>	13	11098
**	2
>	14	11099
**	1
>	15	11100
>	16	11101
>	17	11102
>	18	11103
>	19	11104
>	20	11105
>	21	11106
>	22	11107
>	23	11108
>	24	11109
>	25	11110
>	26	11111
>	27	11112
>	28	11113
>	29	11114
**	2
>	30	11115
>	31	11116
>	32	11117
>	33	11118
**	1
>	34	11119
**	2
>	35	11120
>	36	11121
>	37	11122
chr1	ENSG00000135773.8	ENST00000366666.2	chr1:230914719|230921763
isoform1_565	230914719:230914879!+,230915925:230916082!+,230916246:230916454!+,230921727:230921763!+,
>	1	12007
**	2
>	2	12008
**	1
>	3	12009
**	1
>	4	12010
>	5	12011
**	1
>	6	12012
>	7	12013
**	2
>	8	12014
>	9	12015
>	10	12016
**	2
>	11	12017
>	12	12018
>	13	12019
>	14	12020
>	15	12021
>	16	12022
**	1
>	17	12023
**	1
>	18	12024
>	19	12025
>	20	12026
>	21	12027
>	22	12028
>	23	12029
>	24	12030
**	1
>	25	12031
>	26	12032
>	27	12033
>	28	12034
**	1
>	29	12035
>	30	12036
**	1
>	31	12037
>	32	12038
**	1
>	33	12039
>	34	12040
>	35	12041
>	36	12042
>	37	12043
**	1
>	38	12044
**	1
>	39	12045
**	2
>	40	12046
>	41	12047
>	42	12048
>	43	12049
>	44	12050
>	45	12051
**	2
>	46	12052
>	47	12053
**	2
>	48	12054
**	2
>	49	12055
>	50	12056
**	1
>	51	12057
>	52	12058
**	1
>	53	12059
>	54	12060
**	2
>	55	12061
**	1
>	56	12062
>	57	12063
>	58	12064
**	2
>	59	12065
>	60	12066
**	1
>	61	12067
**	2
>	62	12068
>	63	12069
**	2
>	64	12070
>	65	12071
>	66	12072
**	2
>	67	12073
>	68	12074
**	2
>	69	12075
>	70	12076
**	2
>	71	12077
>	72	12078
>	73	12079
**	1
>	74	12080
**	1
>	75	12081
**	2
>	76	12082
>	77	12083
**	1
>	78	12084
>	79	12085
>	80	12086
>	81	12087
**	1
>	82	12088
>	83	12089
>	84	12090
>	85	12091
**	1
>	86	12092
>	87	12093
**	2
>	88	12094
**	2
>	89	12095
>	90	12096
>	91	12097
>	92	12098
**	1
>	93	12099
**	2
>	94	12100
**	2
>	95	12101
>	96	12102
**	1
>	97	12103
>	98	12104
>	99	12105
>	100	12106
**	2
>	101	12107
**	2
>	102	12108
>	103	12109
>	104	12110
**	2
>	105	12111
**	1
>	106	12112
**	2
>	107	12113
**	2
>	108	12114
>	109	12115
**	1
>	110	12116
>	111	12117
**	2
>	112	12118
>	113	12119
**	2
>	114	12120
>	115	12121
>	116	12122
>	117	12123
>	118	12124
>	119	12125
>	120	12126
>	121	12127
>	122	12128
>	123	12129
**	1
>	124	12130
>	125	12131
**	1
>	126	12132
**	2
>	127	12133
>	128	12134
>	129	12135
**	2
>	130	12136
>	131	12137
**	2
>	132	12138
>	133	12139
**	2
>	134	12140
**	2
>	135	12141
**	2
>	136	12142
>	137	12143
>	138	12144
>	139	12145
>	140	12146
>	141	12147
>	142	12148
>	143	12149
>	144	12150
**	2
>	145	12151
**	1
>	146	12152
**	1
>	147	12153
>	148	12154
**	1
>	149	12155
>	150	12156
>	151	12157
>	152	12158
>	153	12159
**	1
>	154	12160
**	1
>	155	12161
**	2
>	156	12162
>	157	12163
**	1
>	158	12164
>	159	12165
>	160	12166
**	1
>	161	12167
**	1
>	162	12168
**	1
>	163	12169
>	164	12170
>	165	12171
**	1
>	166	12172
>	167	12173
>	168	12174
**	1
>	169	12175
>	170	12176
>	171	12177
>	172	12178
>	173	12179
>	174	12180
**	2
>	175	12181
**	2
>	176	12182
>	177	12183
>	178	12184
**	2
>	179	12185
**	2
>	180	12186
**	1
>	181	12187
>	182	12188
>	183	12189
>	184	12190
**	1
>	185	12191
**	1
>	186	12192
**	2
>	187	12193
>	188	12194
**	2
>	189	12195
**	2
>	190	12196
**	1
>	191	12197
>	192	12198
**	1
>	193	12199
>	194	12200
**	2
>	195	12201
**	2
>	196	12202
>	197	12203
>	198	12204
>	199	12205
**	1
>	200	12206
>	201	12207
**	1
>	202	12208
**	1
>	203	12209
>	204	12210
>	205	12211
**	2
>	206	12212
>	207	12213
**	2
>	208	12214
**	1
>	209	12215
>	210	12216
**	1
>	211	12217
**	2
>	212	12218
>	213	12219
**	2
>	214	12220
**	2
>	215	12221
>	216	12222
**	2
>	217	12223
>	218	12224
>	219	12225
**	1
>	220	12226
>	221	12227
>	222	12228
>	223	12229
**	1
>	224	12230
**	2
>	225	12231
>	226	12232
**	2
>	227	12233
**	1
>	228	12234
>	229	12235
**	1
>	230	12236
>	231	12237
>	232	12238
>	233	12239
**	1
>	234	12240
>	235	12241
>	236	12242
>	237	12243
**	1
>	238	12244
>	239	12245
**	2
>	240	12246
**	2
>	241	12247
>	242	12248
>	243	12249
**	2
>	244	12250
>	245	12251
>	246	12252
>	247	12253
>	248	12254
**	1
>	249	12255
>	250	12256
>	251	12257
**	2
>	252	12258
**	1
>	253	12259
**	1
>	254	12260
>	255	12261
**	1
>	256	12262
**	2
>	257	12263
**	2
>	258	12264
>	259	12265
**	1
>	260	12266
>	261	12267
**	2
>	262	12268
>	263	12269
**	1
>	264	12270
>	265	12271
**	2
>	266	12272
**	1
>	267	12273
>	268	12274
>	269	12275
>	270	12276
>	271	12277
>	272	12278
>	273	12279
**	1
>	274	12280
**	2
>	275	12281
>	276	12282
>	277	12283
**	1
>	278	12284
>	279	12285
>	280	12286
>	281	12287
**	2
>	282	12288
>	283	12289
>	284	12290
>	285	12291
>	286	12292
>	287	12293
**	2
>	288	12294
>	289	12295
**	1
>	290	12296
**	2
>	291	12297
**	1
>	292	12298
**	1
>	293	12299
>	294	12300
>	295	12301
>	296	12302
**	1
>	297	12303
**	2
>	298	12304
>	299	12305
**	2
>	300	12306
>	301	12307
>	302	12308
>	303	12309
>	304	12310
>	305	12311
>	306	12312
>	307	12313
**	2
>	308	12314
>	309	12315
**	1
>	310	12316
**	1
>	311	12317
**	1
>	312	12318
>	313	12319
>	314	12320
>	315	12321
**	1
>	316	12322
>	317	12323
>	318	12324
>	319	12325
**	1
>	320	12326
>	321	12327
**	2
>	322	12328
>	323	12329
>	324	12330
**	2
>	325	12331
>	326	12332
**	2
>	327	12333
**	1
>	328	12334
**	2
>	329	12335
>	330	12336
>	331	12337
>	332	12338
>	333	12339
>	334	12340
**	2
>	335	12341
>	336	12342
**	1
>	337	12343
**	1
>	338	12344
>	339	12345
**	1
>	340	12346
**	2
>	341	12347
>	342	12348
>	343	12349
**	1
>	344	12350
**	1
>	345	12351
**	1
>	346	12352
>	347	12353
**	1
>	348	12354
**	1
>	349	12355
>	350	12356
>	351	12357
**	2
>	352	12358
>	353	12359
**	1
>	354	12360
>	355	12361
**	1
>	356	12362
>	357	12363
**	1
>	358	12364
>	359	12365
**	1
>	360	12366
>	361	12367
**	2
>	362	12368
>	363	12369
>	364	12370
>	365	12371
>	366	12372
**	2
>	367	12373
**	2
>	368	12374
>	369	12375
**	1
>	370	12376
**	1
>	371	12377
**	1
>	372	12378
>	373	12379
**	1
>	374	12380
>	375	12381
>	376	12382
chr1	ENSG00000236624.4	ENST00000502793.2	chr1:45962228|45963055
isoform1_153	45962971:45963055!-,45962228:45962295!-,
>	1	14469
**	1
**	2
>	2	14470
**	2
>	3	14471
**	1
>	4	14472
**	1
**	2
>	5	14473
**	1
**	2
>	6	14474
**	2
>	7	14475
**	1
>	8	14476
**	1
>	9	14477
**	2
>	10	14478
**	2
>	11	14479
**	1
>	12	14480
**	1
**	2
>	13	14481
**	1
>	14	14482
**	1
**	2
>	15	14483
**	2
>	16	14484
**	1
**	2
>	17	14485
**	1
>	18	14486
**	1
**	2
>	19	14487
**	1
**	2
>	20	14488
**	1
**	2
>	21	14489
**	1
>	22	14490
**	1
**	2
>	23	14491
**	1
>	24	14492
**	1
**	2
>	25	14493
**	2
>	26	14494
**	1
**	2
>	27	14495
**	1
chr1	ENSG00000085832.12	ENST00000493793.1	chr1:51873807|51875368
isoform1_360	51875207:51875368!-,51873807:51874004!-,
>	1	15481
**	2
>	2	15482
**	2
>	3	15483
>	4	15484
**	2
>	5	15485
>	6	15486
**	2
>	7	15487
**	2
>	8	15488
**	2
>	9	15489
>	10	15490
**	1
>	11	15491
**	1
>	12	15492
**	2
>	13	15493
>	14	15494
**	1
>	15	15495
>	16	15496
>	17	15497
**	2
>	18	15498
**	2
>	19	15499
>	20	15500
chr1	ENSG00000228794.4	ENST00000445118.2	chr1:764383|787490
isoform1_286	764383:764484!+,787307:787490!+,
>	1	18164
**	2
>	2	18165
**	2
>	3	18166
**	1
>	4	18167
**	2
>	5	18168
**	2
>	6	18169
**	1
**	2
>	7	18170
>	8	18171
>	9	18172
**	2
>	10	18173
**	2
>	11	18174
>	12	18175
**	1
>	13	18176
**	1
**	2
>	14	18177
>	15	18178
chr1	ENSG00000178965.9	ENST00000479666.1	chr1:75097397|75100425
isoform1_293	75100349:75100425!-,75097397:75097612!-,
>	1	18427
>	2	18428
**	1
**	2
>	3	18429
>	4	18430
**	2
>	5	18431
**	1
>	6	18432
**	1
>	7	18433
**	1
>	8	18434
**	2
>	9	18435
>	10	18436
**	2
>	11	18437
**	1
**	2
>	12	18438
**	2
>	13	18439
>	14	18440
**	2
>	15	18441
>	16	18442
>	17	18443
>	18	18444
**	2
>	19	18445
**	2
>	20	18446
**	2
>	21	18447
>	22	18448
**	1
>	23	18449
**	1
>	24	18450
>	25	18451
>	26	18452
>	27	18453
**	1
**	2
>	28	18454
**	2
>	29	18455
**	1
**	2
>	30	18456
**	2
>	31	18457
>	32	18458
>	33	18459
**	2
>	34	18460
>	35	18461
**	1
>	36	18462
**	2
>	37	18463
**	1
>	38	18464
**	2
>	39	18465
>	40	18466
>	41	18467
**	1
**	2
>	42	18468
>	43	18469
**	1
>	44	18470
**	1
>	45	18471
>	46	18472
**	1
**	2
>	47	18473
**	2
>	48	18474
>	49	18475
**	1
>	50	18476
**	1
>	51	18477
**	2
>	52	18478
**	1
>	53	18479
**	2
>	54	18480
**	2
>	55	18481
**	2
>	56	18482
**	1
>	57	18483
**	1
>	58	18484
>	59	18485
**	1
>	60	18486
**	2
>	61	18487
>	62	18488
**	2
>	63	18489
**	1
