chr1	ENSG00000198892.6	ENST00000464117.1	chr1:201858573|201859715
isoform1_306	201858573:201858744!+,201859582:201859715!+,
>	82	3186
>	83	3187
**	2
>	84	3188
>	85	3189
**	2
>	86	3190
**	2
>	87	3191
>	88	3192
>	89	3193
>	90	3194
>	91	3195
**	1
>	92	3196
>	93	3197
>	94	3198
>	95	3199
**	2
>	96	3200
>	97	3201
>	98	3202
>	99	3203
**	1
>	100	3204
>	101	3205
>	102	3206
>	103	3207
>	104	3208
>	105	3209
**	2
>	106	3210
>	107	3211
>	108	3212
>	109	3213
>	110	3214
>	111	3215
>	112	3216
>	113	3217
>	114	3218
>	115	3219
>	116	3220
>	117	3221
**	1
>	118	3222
>	119	3223
>	120	3224
>	121	3225
>	122	3226
>	123	3227
>	124	3228
>	125	3229
>	126	3230
**	1
>	127	3231
**	2
>	128	3232
>	129	3233
>	130	3234
**	1
>	131	3235
>	132	3236
>	133	3237
>	134	3238
>	135	3239
>	136	3240
>	137	3241
**	2
>	138	3242
>	139	3243
>	140	3244
>	141	3245
**	2
>	142	3246
>	143	3247
>	144	3248
>	145	3249
>	146	3250
**	2
>	147	3251
>	148	3252
>	149	3253
>	150	3254
>	151	3255
**	1
>	152	3256
>	153	3257
>	154	3258
**	1
>	155	3259
>	156	3260
>	157	3261
>	158	3262
>	159	3263
>	160	3264
>	161	3265
>	162	3266
>	163	3267
**	2
>	164	3268
>	165	3269
>	166	3270
>	167	3271
>	168	3272
**	2
>	169	3273
**	2
>	170	3274
**	1
>	171	3275
>	172	3276
**	1
>	173	3277
>	174	3278
>	175	3279
>	176	3280
>	177	3281
>	178	3282
>	179	3283
>	180	3284
>	181	3285
**	1
>	182	3286
>	183	3287
>	184	3288
>	185	3289
>	186	3290
>	187	3291
>	188	3292
>	189	3293
>	190	3294
>	191	3295
>	192	3296
>	193	3297
**	2
>	194	3298
>	195	3299
>	196	3300
>	197	3301
>	198	3302
>	199	3303
**	1
>	200	3304
>	201	3305
>	202	3306
>	203	3307
>	204	3308
>	205	3309
>	206	3310
>	207	3311
**	2
>	208	3312
>	209	3313
>	210	3314
>	211	3315
**	1
>	212	3316
**	2
>	213	3317
>	214	3318
>	215	3319
>	216	3320
>	217	3321
>	218	3322
>	219	3323
>	220	3324
>	221	3325
>	222	3326
**	1
>	223	3327
**	2
>	224	3328
>	225	3329
>	226	3330
>	227	3331
>	228	3332
>	229	3333
>	230	3334
>	231	3335
>	232	3336
>	233	3337
>	234	3338
**	2
>	235	3339
>	236	3340
**	1
>	237	3341
>	238	3342
>	239	3343
>	240	3344
>	241	3345
>	242	3346
>	243	3347
**	2
>	244	3348
>	245	3349
>	246	3350
>	247	3351
>	248	3352
>	249	3353
>	250	3354
>	251	3355
>	252	3356
>	253	3357
>	254	3358
>	255	3359
>	256	3360
>	257	3361
>	258	3362
>	259	3363
>	260	3364
>	261	3365
>	262	3366
>	263	3367
>	264	3368
>	265	3369
>	266	3370
**	1
>	267	3371
>	268	3372
>	269	3373
>	270	3374
>	271	3375
>	272	3376
>	273	3377
>	274	3378
>	275	3379
>	276	3380
>	277	3381
>	278	3382
>	279	3383
>	280	3384
**	1
>	281	3385
**	1
>	282	3386
>	283	3387
>	284	3388
>	285	3389
>	286	3390
>	287	3391
>	288	3392
**	1
>	289	3393
>	290	3394
>	291	3395
>	292	3396
>	293	3397
>	294	3398
>	295	3399
**	1
>	296	3400
>	297	3401
>	298	3402
>	299	3403
>	300	3404
>	301	3405
>	302	3406
>	303	3407
>	304	3408
>	305	3409
>	306	3410
>	307	3411
>	308	3412
>	309	3413
>	310	3414
>	311	3415
**	1
>	312	3416
>	313	3417
>	314	3418
>	315	3419
>	316	3420
>	317	3421
>	318	3422
>	319	3423
>	320	3424
>	321	3425
**	1
>	322	3426
>	323	3427
>	324	3428
>	325	3429
>	326	3430
>	327	3431
>	328	3432
>	329	3433
>	330	3434
>	331	3435
**	1
>	332	3436
>	333	3437
>	334	3438
>	335	3439
**	1
>	336	3440
>	337	3441
>	338	3442
>	339	3443
>	340	3444
**	1
>	341	3445
>	342	3446
**	1
>	343	3447
>	344	3448
>	345	3449
>	346	3450
>	347	3451
>	348	3452
>	349	3453
>	350	3454
>	351	3455
>	352	3456
>	353	3457
>	354	3458
**	1
>	355	3459
>	356	3460
**	1
>	357	3461
>	358	3462
**	2
>	359	3463
>	360	3464
>	361	3465
>	362	3466
>	363	3467
>	364	3468
>	365	3469
>	366	3470
**	1
>	367	3471
>	368	3472
>	369	3473
>	370	3474
>	371	3475
>	372	3476
>	373	3477
>	374	3478
>	375	3479
**	2
>	376	3480
**	1
>	377	3481
>	378	3482
>	379	3483
>	380	3484
>	381	3485
**	1
>	382	3486
**	1
>	383	3487
>	384	3488
**	2
>	385	3489
>	386	3490
**	1
>	387	3491
>	388	3492
>	389	3493
**	1
>	390	3494
>	391	3495
>	392	3496
>	393	3497
>	394	3498
>	395	3499
>	396	3500
>	397	3501
>	398	3502
>	399	3503
>	400	3504
>	401	3505
>	402	3506
>	403	3507
>	404	3508
>	405	3509
**	2
>	406	3510
>	407	3511
>	408	3512
>	409	3513
>	410	3514
>	411	3515
>	412	3516
**	1
>	413	3517
>	414	3518
>	415	3519
>	416	3520
>	417	3521
**	2
>	418	3522
>	419	3523
>	420	3524
>	421	3525
chr1	ENSG00000117425.9	ENST00000447098.2	chr1:45293515|45295205
isoform1_975	45295074:45295205!-,45294829:45294984!-,45294654:45294746!-,45294178:45294303!-,45293968:45294086!-,45293515:45293863!-,
>	1	13849
**	1
>	2	13850
**	2
>	3	13851
>	4	13852
**	1
>	5	13853
>	6	13854
**	1
>	7	13855
>	8	13856
>	9	13857
>	10	13858
>	11	13859
>	12	13860
>	13	13861
>	14	13862
>	15	13863
**	1
>	16	13864
>	17	13865
**	1
>	18	13866
>	19	13867
>	20	13868
**	1
>	21	13869
>	22	13870
**	1
>	23	13871
>	24	13872
>	25	13873
>	26	13874
>	27	13875
>	28	13876
>	29	13877
>	30	13878
>	31	13879
>	32	13880
**	2
>	33	13881
>	34	13882
>	35	13883
>	36	13884
>	37	13885
**	1
>	38	13886
>	39	13887
>	40	13888
>	41	13889
>	42	13890
>	43	13891
>	44	13892
>	45	13893
>	46	13894
**	2
>	47	13895
>	48	13896
**	2
>	49	13897
>	50	13898
**	2
>	51	13899
>	52	13900
>	53	13901
>	54	13902
**	1
>	55	13903
>	56	13904
>	57	13905
**	2
>	58	13906
**	2
>	59	13907
**	1
>	60	13908
**	1
>	61	13909
>	62	13910
**	1
>	63	13911
**	1
>	64	13912
**	1
>	65	13913
>	66	13914
**	2
>	67	13915
>	68	13916
>	69	13917
>	70	13918
**	2
>	71	13919
>	72	13920
**	1
>	73	13921
**	1
>	74	13922
>	75	13923
>	76	13924
>	77	13925
>	78	13926
>	79	13927
**	1
>	80	13928
>	81	13929
>	82	13930
>	83	13931
>	84	13932
>	85	13933
>	86	13934
>	87	13935
>	88	13936
>	89	13937
>	90	13938
>	91	13939
>	92	13940
**	1
>	93	13941
**	2
>	94	13942
>	95	13943
**	1
>	96	13944
>	97	13945
**	1
>	98	13946
>	99	13947
>	100	13948
>	101	13949
>	102	13950
>	103	13951
>	104	13952
>	105	13953
>	106	13954
>	107	13955
>	108	13956
>	109	13957
**	2
>	110	13958
**	1
>	111	13959
>	112	13960
>	113	13961
>	114	13962
>	115	13963
**	2
>	116	13964
**	1
>	117	13965
**	2
>	118	13966
>	119	13967
>	120	13968
**	2
>	121	13969
>	122	13970
>	123	13971
>	124	13972
>	125	13973
>	126	13974
>	127	13975
>	128	13976
>	129	13977
>	130	13978
**	1
>	131	13979
>	132	13980
>	133	13981
>	134	13982
>	135	13983
>	136	13984
>	137	13985
**	1
>	138	13986
>	139	13987
>	140	13988
**	1
>	141	13989
**	1
>	142	13990
>	143	13991
>	144	13992
>	145	13993
**	1
>	146	13994
**	1
>	147	13995
>	148	13996
>	149	13997
**	2
>	150	13998
>	151	13999
>	152	14000
>	153	14001
>	154	14002
**	2
>	155	14003
**	2
>	156	14004
>	157	14005
**	1
>	158	14006
**	2
>	159	14007
>	160	14008
>	161	14009
>	162	14010
>	163	14011
>	164	14012
>	165	14013
>	166	14014
>	167	14015
>	168	14016
>	169	14017
>	170	14018
>	171	14019
>	172	14020
>	173	14021
>	174	14022
>	175	14023
**	2
>	176	14024
**	2
>	177	14025
**	2
>	178	14026
>	179	14027
>	180	14028
>	181	14029
**	1
>	182	14030
>	183	14031
**	2
>	184	14032
>	185	14033
>	186	14034
>	187	14035
>	188	14036
>	189	14037
>	190	14038
**	2
>	191	14039
>	192	14040
>	193	14041
>	194	14042
>	195	14043
**	2
>	196	14044
>	197	14045
>	198	14046
**	1
>	199	14047
>	200	14048
>	201	14049
>	202	14050
**	2
>	203	14051
>	204	14052
>	205	14053
>	206	14054
>	207	14055
>	208	14056
>	209	14057
>	210	14058
>	211	14059
>	212	14060
>	213	14061
**	2
>	214	14062
>	215	14063
>	216	14064
>	217	14065
>	218	14066
>	219	14067
>	220	14068
>	221	14069
>	222	14070
>	223	14071
**	1
>	224	14072
>	225	14073
**	2
>	226	14074
>	227	14075
>	228	14076
>	229	14077
>	230	14078
>	231	14079
**	1
>	232	14080
>	233	14081
>	234	14082
>	235	14083
>	236	14084
>	237	14085
**	1
>	238	14086
>	239	14087
>	240	14088
>	241	14089
**	2
>	242	14090
>	243	14091
>	244	14092
>	245	14093
>	246	14094
>	247	14095
>	248	14096
>	249	14097
>	250	14098
>	251	14099
**	2
>	252	14100
>	253	14101
>	254	14102
**	2
>	255	14103
**	2
>	256	14104
>	257	14105
>	258	14106
**	1
>	259	14107
**	2
>	260	14108
>	261	14109
>	262	14110
>	263	14111
>	264	14112
>	265	14113
**	1
>	266	14114
>	267	14115
>	268	14116
>	269	14117
>	270	14118
**	2
>	271	14119
>	272	14120
**	2
>	273	14121
>	274	14122
**	2
>	275	14123
>	276	14124
>	277	14125
**	2
>	278	14126
>	279	14127
>	280	14128
>	281	14129
>	282	14130
>	283	14131
>	284	14132
>	285	14133
>	286	14134
**	1
>	287	14135
>	288	14136
>	289	14137
>	290	14138
>	291	14139
>	292	14140
>	293	14141
**	2
>	294	14142
>	295	14143
>	296	14144
**	1
>	297	14145
**	1
>	298	14146
>	299	14147
>	300	14148
**	1
>	301	14149
>	302	14150
**	1
>	303	14151
>	304	14152
>	305	14153
>	306	14154
**	2
>	307	14155
>	308	14156
>	309	14157
>	310	14158
>	311	14159
**	2
>	312	14160
>	313	14161
>	314	14162
>	315	14163
>	316	14164
>	317	14165
>	318	14166
>	319	14167
>	320	14168
>	321	14169
**	1
>	322	14170
>	323	14171
>	324	14172
**	1
>	325	14173
**	2
>	326	14174
>	327	14175
>	328	14176
>	329	14177
>	330	14178
>	331	14179
**	1
>	332	14180
>	333	14181
>	334	14182
>	335	14183
**	2
>	336	14184
>	337	14185
>	338	14186
**	1
>	339	14187
>	340	14188
>	341	14189
**	2
>	342	14190
**	2
>	343	14191
>	344	14192
>	345	14193
**	2
>	346	14194
>	347	14195
>	348	14196
>	349	14197
**	1
>	350	14198
>	351	14199
**	1
>	352	14200
>	353	14201
**	2
>	354	14202
>	355	14203
>	356	14204
>	357	14205
>	358	14206
**	1
>	359	14207
>	360	14208
>	361	14209
>	362	14210
>	363	14211
>	364	14212
**	2
>	365	14213
**	1
>	366	14214
>	367	14215
**	1
>	368	14216
**	2
>	369	14217
>	370	14218
>	371	14219
>	372	14220
>	373	14221
>	374	14222
>	375	14223
**	1
>	376	14224
>	377	14225
>	378	14226
>	379	14227
>	380	14228
>	381	14229
>	382	14230
>	383	14231
>	384	14232
>	385	14233
>	386	14234
>	387	14235
>	388	14236
>	389	14237
>	390	14238
>	391	14239
>	392	14240
>	393	14241
>	394	14242
**	1
>	395	14243
**	2
>	396	14244
>	397	14245
>	398	14246
**	2
>	399	14247
>	400	14248
>	401	14249
>	402	14250
>	403	14251
>	404	14252
>	405	14253
**	2
>	406	14254
>	407	14255
**	2
>	408	14256
>	409	14257
>	410	14258
>	411	14259
**	1
>	412	14260
>	413	14261
>	414	14262
>	415	14263
>	416	14264
>	417	14265
>	418	14266
>	419	14267
>	420	14268
**	1
>	421	14269
>	422	14270
>	423	14271
**	2
>	424	14272
>	425	14273
>	426	14274
>	427	14275
>	428	14276
>	429	14277
>	430	14278
>	431	14279
>	432	14280
>	433	14281
**	1
>	434	14282
**	2
>	435	14283
>	436	14284
>	437	14285
**	1
>	438	14286
>	439	14287
>	440	14288
>	441	14289
**	1
>	442	14290
>	443	14291
>	444	14292
>	445	14293
>	446	14294
>	447	14295
**	1
>	448	14296
**	2
>	449	14297
>	450	14298
>	451	14299
**	1
>	452	14300
>	453	14301
**	1
>	454	14302
>	455	14303
**	1
>	456	14304
**	1
>	457	14305
>	458	14306
>	459	14307
>	460	14308
>	461	14309
>	462	14310
**	2
>	463	14311
>	464	14312
>	465	14313
**	2
>	466	14314
>	467	14315
>	468	14316
>	469	14317
>	470	14318
>	471	14319
>	472	14320
>	473	14321
>	474	14322
>	475	14323
>	476	14324
>	477	14325
>	478	14326
**	1
>	479	14327
>	480	14328
>	481	14329
>	482	14330
>	483	14331
>	484	14332
>	485	14333
**	1
>	486	14334
>	487	14335
**	1
>	488	14336
>	489	14337
**	1
>	490	14338
>	491	14339
**	2
>	492	14340
>	493	14341
>	494	14342
>	495	14343
>	496	14344
**	2
>	497	14345
>	498	14346
**	1
>	499	14347
>	500	14348
**	2
>	501	14349
>	502	14350
>	503	14351
>	504	14352
>	505	14353
>	506	14354
>	507	14355
>	508	14356
>	509	14357
>	510	14358
>	511	14359
>	512	14360
**	2
>	513	14361
**	1
>	514	14362
>	515	14363
>	516	14364
**	1
>	517	14365
**	2
>	518	14366
>	519	14367
>	520	14368
**	1
>	521	14369
**	2
>	522	14370
**	1
>	523	14371
>	524	14372
>	525	14373
>	526	14374
**	2
>	527	14375
>	528	14376
>	529	14377
>	530	14378
>	531	14379
>	532	14380
**	2
>	533	14381
>	534	14382
>	535	14383
**	1
>	536	14384
>	537	14385
>	538	14386
**	1
>	539	14387
>	540	14388
**	2
>	541	14389
>	542	14390
>	543	14391
>	544	14392
>	545	14393
**	2
>	546	14394
>	547	14395
>	548	14396
>	549	14397
>	550	14398
**	1
>	551	14399
>	552	14400
>	553	14401
>	554	14402
**	1
>	555	14403
>	556	14404
>	557	14405
>	558	14406
>	559	14407
>	560	14408
>	561	14409
>	562	14410
>	563	14411
>	564	14412
>	565	14413
>	566	14414
>	567	14415
>	568	14416
**	1
>	569	14417
>	570	14418
>	571	14419
>	572	14420
>	573	14421
**	2
>	574	14422
>	575	14423
>	576	14424
>	577	14425
**	1
>	578	14426
>	579	14427
>	580	14428
>	581	14429
>	582	14430
>	583	14431
>	584	14432
>	585	14433
**	1
>	586	14434
>	587	14435
>	588	14436
>	589	14437
>	590	14438
>	591	14439
>	592	14440
>	593	14441
>	594	14442
**	2
>	595	14443
>	596	14444
>	597	14445
>	598	14446
>	599	14447
>	600	14448
>	601	14449
>	602	14450
>	603	14451
**	1
>	604	14452
>	605	14453
**	2
>	606	14454
>	607	14455
**	1
>	608	14456
>	609	14457
>	610	14458
>	611	14459
>	612	14460
>	613	14461
>	614	14462
>	615	14463
>	616	14464
>	617	14465
**	2
>	618	14466
>	619	14467
>	620	14468
**	1
>	621	14469
>	622	14470
>	623	14471
>	624	14472
**	2
>	625	14473
>	626	14474
>	627	14475
>	628	14476
>	629	14477
**	1
>	630	14478
>	631	14479
>	632	14480
**	1
>	633	14481
>	634	14482
>	635	14483
>	636	14484
>	637	14485
>	638	14486
>	639	14487
>	640	14488
>	641	14489
>	642	14490
>	643	14491
>	644	14492
>	645	14493
>	646	14494
>	647	14495
>	648	14496
>	649	14497
>	650	14498
**	1
>	651	14499
>	652	14500
>	653	14501
>	654	14502
>	655	14503
>	656	14504
>	657	14505
**	2
>	658	14506
>	659	14507
>	660	14508
>	661	14509
>	662	14510
>	663	14511
>	664	14512
>	665	14513
>	666	14514
**	2
>	667	14515
>	668	14516
**	1
>	669	14517
>	670	14518
>	671	14519
**	1
>	672	14520
>	673	14521
>	674	14522
>	675	14523
>	676	14524
>	677	14525
>	678	14526
**	2
>	679	14527
>	680	14528
>	681	14529
>	682	14530
**	1
>	683	14531
>	684	14532
>	685	14533
>	686	14534
**	1
>	687	14535
>	688	14536
**	2
>	689	14537
**	1
>	690	14538
>	691	14539
**	2
>	692	14540
>	693	14541
>	694	14542
>	695	14543
>	696	14544
**	2
>	697	14545
**	2
>	698	14546
**	2
>	699	14547
**	2
>	700	14548
>	701	14549
>	702	14550
>	703	14551
>	704	14552
>	705	14553
>	706	14554
>	707	14555
>	708	14556
>	709	14557
>	710	14558
>	711	14559
>	712	14560
**	2
>	713	14561
>	714	14562
**	1
>	715	14563
>	716	14564
>	717	14565
>	718	14566
**	2
>	719	14567
>	720	14568
>	721	14569
>	722	14570
>	723	14571
**	2
>	724	14572
>	725	14573
>	726	14574
>	727	14575
>	728	14576
>	729	14577
>	730	14578
>	731	14579
>	732	14580
>	733	14581
>	734	14582
>	735	14583
>	736	14584
>	737	14585
**	2
>	738	14586
>	739	14587
>	740	14588
>	741	14589
>	742	14590
>	743	14591
**	1
>	744	14592
>	745	14593
>	746	14594
**	1
>	747	14595
**	2
>	748	14596
>	749	14597
>	750	14598
**	2
>	751	14599
>	752	14600
**	1
>	753	14601
>	754	14602
>	755	14603
>	756	14604
>	757	14605
**	2
>	758	14606
>	759	14607
>	760	14608
>	761	14609
**	1
>	762	14610
**	2
>	763	14611
>	764	14612
>	765	14613
>	766	14614
>	767	14615
>	768	14616
>	769	14617
>	770	14618
**	2
>	771	14619
>	772	14620
>	773	14621
>	774	14622
>	775	14623
>	776	14624
>	777	14625
>	778	14626
>	779	14627
>	780	14628
>	781	14629
**	1
>	782	14630
>	783	14631
**	2
>	784	14632
**	2
>	785	14633
>	786	14634
**	1
>	787	14635
>	788	14636
>	789	14637
>	790	14638
>	791	14639
>	792	14640
>	793	14641
>	794	14642
>	795	14643
>	796	14644
>	797	14645
>	798	14646
**	1
>	799	14647
>	800	14648
>	801	14649
>	802	14650
>	803	14651
**	1
>	804	14652
>	805	14653
>	806	14654
>	807	14655
>	808	14656
>	809	14657
>	810	14658
>	811	14659
**	2
>	812	14660
**	2
>	813	14661
>	814	14662
>	815	14663
>	816	14664
>	817	14665
>	818	14666
>	819	14667
>	820	14668
>	821	14669
>	822	14670
**	2
>	823	14671
>	824	14672
>	825	14673
>	826	14674
>	827	14675
>	828	14676
>	829	14677
>	830	14678
>	831	14679
>	832	14680
>	833	14681
>	834	14682
>	835	14683
**	1
>	836	14684
>	837	14685
>	838	14686
**	1
>	839	14687
**	2
>	840	14688
**	2
>	841	14689
>	842	14690
>	843	14691
>	844	14692
>	845	14693
>	846	14694
**	2
>	847	14695
**	2
>	848	14696
>	849	14697
>	850	14698
>	851	14699
**	1
>	852	14700
**	1
>	853	14701
>	854	14702
**	2
>	855	14703
>	856	14704
>	857	14705
>	858	14706
>	859	14707
>	860	14708
>	861	14709
>	862	14710
>	863	14711
>	864	14712
>	865	14713
>	866	14714
>	867	14715
>	868	14716
**	1
>	869	14717
>	870	14718
>	871	14719
>	872	14720
**	1
>	873	14721
>	874	14722
>	875	14723
>	876	14724
>	877	14725
>	878	14726
**	2
>	879	14727
**	2
>	880	14728
**	1
>	881	14729
**	1
>	882	14730
>	883	14731
>	884	14732
>	885	14733
>	886	14734
>	887	14735
>	888	14736
>	889	14737
>	890	14738
>	891	14739
>	892	14740
>	893	14741
>	894	14742
**	1
>	895	14743
>	896	14744
**	1
>	897	14745
>	898	14746
>	899	14747
>	900	14748
**	1
>	901	14749
>	902	14750
**	2
>	903	14751
>	904	14752
>	905	14753
>	906	14754
>	907	14755
>	908	14756
>	909	14757
>	910	14758
**	1
>	911	14759
>	912	14760
>	913	14761
>	914	14762
**	2
>	915	14763
>	916	14764
>	917	14765
>	918	14766
>	919	14767
**	2
>	920	14768
>	921	14769
>	922	14770
>	923	14771
>	924	14772
>	925	14773
>	926	14774
>	927	14775
>	928	14776
>	929	14777
>	930	14778
>	931	14779
>	932	14780
>	933	14781
>	934	14782
>	935	14783
>	936	14784
**	1
>	937	14785
>	938	14786
>	939	14787
**	2
>	940	14788
>	941	14789
>	942	14790
>	943	14791
>	944	14792
**	1
>	945	14793
>	946	14794
>	947	14795
**	2
>	948	14796
>	949	14797
>	950	14798
>	951	14799
>	952	14800
**	1
>	953	14801
>	954	14802
>	955	14803
>	956	14804
>	957	14805
>	958	14806
>	959	14807
>	960	14808
>	961	14809
>	962	14810
>	963	14811
**	2
>	964	14812
**	2
>	965	14813
>	966	14814
>	967	14815
>	968	14816
**	1
>	969	14817
>	970	14818
>	971	14819
>	972	14820
>	973	14821
**	2
>	974	14822
**	2
>	975	14823
>	976	14824
>	977	14825
**	1
>	978	14826
>	979	14827
>	980	14828
**	2
>	981	14829
>	982	14830
>	983	14831
>	984	14832
>	985	14833
**	1
>	986	14834
>	987	14835
**	2
>	988	14836
>	989	14837
>	990	14838
>	991	14839
>	992	14840
>	993	14841
>	994	14842
>	995	14843
**	2
>	996	14844
>	997	14845
>	998	14846
>	999	14847
>	1000	14848
>	1001	14849
>	1002	14850
>	1003	14851
**	1
>	1004	14852
>	1005	14853
>	1006	14854
>	1007	14855
>	1008	14856
>	1009	14857
>	1010	14858
>	1011	14859
>	1012	14860
**	1
>	1013	14861
>	1014	14862
**	1
>	1015	14863
>	1016	14864
**	1
>	1017	14865
>	1018	14866
>	1019	14867
**	2
>	1020	14868
>	1021	14869
>	1022	14870
>	1023	14871
>	1024	14872
>	1025	14873
>	1026	14874
>	1027	14875
>	1028	14876
>	1029	14877
>	1030	14878
>	1031	14879
>	1032	14880
>	1033	14881
>	1034	14882
>	1035	14883
>	1036	14884
>	1037	14885
>	1038	14886
>	1039	14887
**	1
>	1040	14888
**	2
>	1041	14889
>	1042	14890
>	1043	14891
**	2
>	1044	14892
>	1045	14893
>	1046	14894
>	1047	14895
>	1048	14896
>	1049	14897
>	1050	14898
**	2
>	1051	14899
>	1052	14900
>	1053	14901
**	2
>	1054	14902
>	1055	14903
**	2
>	1056	14904
>	1057	14905
>	1058	14906
**	2
>	1059	14907
**	1
>	1060	14908
>	1061	14909
>	1062	14910
>	1063	14911
>	1064	14912
**	1
>	1065	14913
**	2
>	1066	14914
**	1
>	1067	14915
>	1068	14916
>	1069	14917
**	2
>	1070	14918
**	1
>	1071	14919
**	1
>	1072	14920
>	1073	14921
**	2
>	1074	14922
>	1075	14923
**	2
>	1076	14924
>	1077	14925
>	1078	14926
>	1079	14927
>	1080	14928
>	1081	14929
>	1082	14930
>	1083	14931
**	2
>	1084	14932
>	1085	14933
**	1
>	1086	14934
**	1
>	1087	14935
>	1088	14936
>	1089	14937
>	1090	14938
>	1091	14939
**	2
>	1092	14940
**	1
>	1093	14941
**	1
>	1094	14942
>	1095	14943
**	1
>	1096	14944
>	1097	14945
**	1
>	1098	14946
>	1099	14947
**	2
>	1100	14948
**	2
>	1101	14949
>	1102	14950
>	1103	14951
>	1104	14952
>	1105	14953
>	1106	14954
>	1107	14955
>	1108	14956
>	1109	14957
>	1110	14958
>	1111	14959
>	1112	14960
>	1113	14961
**	1
>	1114	14962
>	1115	14963
>	1116	14964
**	2
>	1117	14965
**	2
>	1118	14966
>	1119	14967
>	1120	14968
>	1121	14969
>	1122	14970
**	1
>	1123	14971
>	1124	14972
**	2
>	1125	14973
>	1126	14974
>	1127	14975
>	1128	14976
>	1129	14977
>	1130	14978
>	1131	14979
>	1132	14980
>	1133	14981
**	1
>	1134	14982
>	1135	14983
>	1136	14984
**	2
>	1137	14985
>	1138	14986
**	2
>	1139	14987
>	1140	14988
>	1141	14989
**	2
>	1142	14990
>	1143	14991
>	1144	14992
**	2
